param1,param2,param3,output1,output2
0.055,0.05,0.035,1617.0,1409.0
0.055,0.05,0.035,1139.0,1205.0
0.055,0.05,0.035,916.0,1342.0
0.055,0.05,0.035,1130.0,1060.0
0.055,0.05,0.035,718.0,1259.0
0.055,0.05,0.035,2119.0,1752.0
0.055,0.05,0.035,1048.0,1221.0
0.055,0.05,0.035,339.0,1317.0
0.055,0.05,0.035,682.0,1199.0
0.055,0.05,0.035,2431.0,1640.0
0.055,0.05,0.035,166.0,1363.0
0.055,0.05,0.035,1337.0,1454.0
0.055,0.05,0.035,1738.0,1492.0
0.055,0.05,0.035,1655.0,1685.0
0.055,0.05,0.035,753.0,860.0
0.055,0.05,0.035,1693.0,1383.0
0.055,0.05,0.035,830.0,983.0
0.055,0.05,0.035,1406.0,1108.0
0.055,0.05,0.035,3537.0,1636.0
0.055,0.05,0.035,293.0,1405.0
0.055,0.05,0.035,291.0,553.0
0.055,0.05,0.035,1424.0,1473.0
0.055,0.05,0.035,2044.0,1429.0
0.055,0.05,0.035,608.0,1354.0
0.055,0.05,0.035,1111.0,1268.0
0.055,0.05,0.035,993.0,1451.0
0.055,0.05,0.04,1910.0,1618.0
0.055,0.05,0.04,3065.0,1583.0
0.055,0.05,0.04,1853.0,1412.0
0.055,0.05,0.04,2780.0,1367.0
0.055,0.05,0.04,355.0,1437.0
0.055,0.05,0.04,2529.0,1660.0
0.055,0.05,0.04,7534.0,1.0
0.055,0.05,0.04,3601.0,1669.0
0.055,0.05,0.04,1272.0,1441.0
0.055,0.05,0.04,2331.0,1684.0
0.055,0.05,0.04,1492.0,1458.0
0.055,0.05,0.04,3315.0,1761.0
0.055,0.05,0.04,3317.0,1465.0
0.055,0.05,0.04,1484.0,1494.0
0.055,0.05,0.04,4310.0,1825.0
0.055,0.05,0.04,737.0,1391.0
0.055,0.05,0.04,1438.0,1556.0
0.055,0.05,0.04,1846.0,1332.0
0.055,0.05,0.04,2976.0,1465.0
0.055,0.05,0.04,1824.0,1486.0
0.055,0.05,0.04,6964.0,7.0
0.055,0.05,0.04,2424.0,1332.0
0.055,0.05,0.04,1785.0,1342.0
0.055,0.05,0.04,955.0,1687.0
0.055,0.05,0.04,7357.0,3.0
0.055,0.05,0.04,675.0,1508.0
0.055,0.05,0.04,1289.0,1466.0
0.055,0.05,0.04,652.0,1749.0
0.055,0.05,0.04,180.0,1103.0
0.055,0.05,0.04,3102.0,1728.0
0.055,0.05,0.045,8430.0,0.0
0.055,0.05,0.045,8502.0,0.0
0.055,0.05,0.045,4218.0,1789.0
0.055,0.05,0.045,2746.0,1615.0
0.055,0.05,0.045,1958.0,1453.0
0.055,0.05,0.045,3982.0,1594.0
0.055,0.05,0.045,2375.0,1474.0
0.055,0.05,0.045,4134.0,1651.0
0.055,0.05,0.045,7458.0,3.0
0.055,0.05,0.045,2479.0,1408.0
0.055,0.05,0.045,1271.0,1640.0
0.055,0.05,0.045,9165.0,0.0
0.055,0.05,0.045,1187.0,1302.0
0.055,0.05,0.045,8722.0,1.0
0.055,0.05,0.045,7725.0,1.0
0.055,0.05,0.045,4082.0,1614.0
0.055,0.05,0.045,670.0,1434.0
0.055,0.05,0.045,8508.0,0.0
0.055,0.05,0.045,7405.0,5.0
0.055,0.05,0.045,8698.0,0.0
0.055,0.05,0.045,3689.0,1543.0
0.055,0.05,0.045,8176.0,0.0
0.055,0.05,0.045,4544.0,1689.0
0.055,0.05,0.045,8359.0,0.0
0.055,0.05,0.045,7885.0,0.0
0.055,0.05,0.045,2421.0,1486.0
0.055,0.05,0.045,2034.0,1265.0
0.055,0.05,0.045,817.0,1369.0
0.055,0.05,0.045,3735.0,1611.0
0.055,0.05,0.045,8608.0,0.0
0.055,0.05,0.05,8131.0,0.0
0.055,0.05,0.05,6882.0,57.0
0.055,0.05,0.05,9273.0,0.0
0.055,0.05,0.05,8790.0,0.0
0.055,0.05,0.05,9736.0,0.0
0.055,0.05,0.05,9157.0,0.0
0.055,0.05,0.05,8942.0,0.0
0.055,0.05,0.05,6554.0,26.0
0.055,0.05,0.05,9331.0,0.0
0.055,0.05,0.05,4185.0,1311.0
0.055,0.05,0.05,2488.0,1584.0
0.055,0.05,0.05,9731.0,0.0
0.055,0.05,0.05,8129.0,1.0
0.055,0.05,0.05,5584.0,1644.0
0.055,0.05,0.05,8879.0,0.0
0.055,0.05,0.05,8561.0,0.0
0.055,0.05,0.05,2794.0,1781.0
0.055,0.05,0.05,9552.0,0.0
0.055,0.05,0.05,7529.0,0.0
0.055,0.05,0.05,8086.0,0.0
0.055,0.05,0.05,9157.0,0.0
0.055,0.05,0.05,9294.0,0.0
0.055,0.05,0.05,8318.0,0.0
0.055,0.05,0.05,9518.0,0.0
0.055,0.05,0.05,8882.0,0.0
0.055,0.05,0.05,8081.0,0.0
0.055,0.05,0.05,7690.0,0.0
0.055,0.05,0.05,8856.0,0.0
0.055,0.05,0.05,8437.0,0.0
0.055,0.05,0.05,9332.0,0.0
0.055,0.05,0.055,9307.0,0.0
0.055,0.05,0.055,9049.0,0.0
0.055,0.05,0.055,8135.0,0.0
0.055,0.05,0.055,8056.0,0.0
0.055,0.05,0.055,8097.0,0.0
0.055,0.05,0.055,8922.0,0.0
0.055,0.05,0.055,8820.0,0.0
0.055,0.05,0.055,9846.0,0.0
0.055,0.05,0.055,9120.0,0.0
0.055,0.05,0.055,9719.0,0.0
0.055,0.05,0.055,8655.0,0.0
0.055,0.05,0.055,9623.0,0.0
0.055,0.05,0.055,9150.0,0.0
0.055,0.05,0.055,9142.0,0.0
0.055,0.05,0.055,9201.0,0.0
0.055,0.05,0.055,8814.0,0.0
0.055,0.05,0.055,9337.0,0.0
0.055,0.05,0.055,9425.0,0.0
0.055,0.05,0.055,8789.0,0.0
0.055,0.05,0.055,8742.0,0.0
0.055,0.05,0.055,8667.0,0.0
0.055,0.05,0.055,9448.0,0.0
0.055,0.05,0.055,9403.0,0.0
0.055,0.05,0.055,9482.0,0.0
0.055,0.05,0.055,8778.0,0.0
0.055,0.05,0.055,10142.0,0.0
0.055,0.05,0.055,9063.0,0.0
0.055,0.05,0.055,3503.0,1577.0
0.055,0.05,0.055,8659.0,0.0
0.055,0.05,0.055,9964.0,0.0
0.055,0.05,0.06,9808.0,0.0
0.055,0.05,0.06,10561.0,0.0
0.055,0.05,0.06,9630.0,0.0
0.055,0.05,0.06,9895.0,0.0
0.055,0.05,0.06,9323.0,0.0
0.055,0.05,0.06,9528.0,0.0
0.055,0.05,0.06,10352.0,0.0
0.055,0.05,0.06,9059.0,0.0
0.055,0.05,0.06,9557.0,0.0
0.055,0.05,0.06,9486.0,0.0
0.055,0.05,0.06,9792.0,0.0
0.055,0.05,0.06,9806.0,0.0
0.055,0.05,0.06,8627.0,0.0
0.055,0.05,0.06,9896.0,0.0
0.055,0.05,0.06,9923.0,0.0
0.055,0.05,0.06,9242.0,0.0
0.055,0.05,0.06,8988.0,0.0
0.055,0.05,0.06,9293.0,0.0
0.055,0.05,0.06,9834.0,0.0
0.055,0.05,0.06,9846.0,0.0
0.055,0.05,0.06,8755.0,0.0
0.055,0.05,0.06,9983.0,0.0
0.055,0.05,0.06,10158.0,0.0
0.055,0.05,0.06,9525.0,0.0
0.055,0.05,0.06,9619.0,0.0
0.055,0.05,0.06,8464.0,0.0
0.055,0.05,0.06,9338.0,0.0
0.055,0.05,0.06,9510.0,0.0
0.055,0.05,0.06,9743.0,0.0
0.055,0.05,0.06,9316.0,0.0
0.055,0.055,0.03,167.0,1172.0
0.055,0.055,0.03,832.0,773.0
0.055,0.055,0.03,118.0,501.0
0.055,0.055,0.03,2276.0,1665.0
0.055,0.055,0.03,189.0,727.0
0.055,0.055,0.03,1666.0,1159.0
0.055,0.055,0.03,65.0,1060.0
0.055,0.055,0.03,1195.0,1422.0
0.055,0.055,0.03,615.0,820.0
0.055,0.055,0.03,893.0,1401.0
0.055,0.055,0.03,97.0,642.0
0.055,0.055,0.03,296.0,590.0
0.055,0.055,0.03,130.0,1188.0
0.055,0.055,0.03,716.0,1421.0
0.055,0.055,0.03,767.0,1257.0
0.055,0.055,0.03,766.0,1053.0
0.055,0.055,0.03,735.0,1229.0
0.055,0.055,0.03,420.0,904.0
0.055,0.055,0.03,1347.0,1165.0
0.055,0.055,0.03,1086.0,1243.0
0.055,0.055,0.03,431.0,1129.0
0.055,0.055,0.03,371.0,812.0
0.055,0.055,0.03,647.0,771.0
0.055,0.055,0.03,1047.0,1411.0
0.055,0.055,0.03,409.0,843.0
0.055,0.055,0.03,1294.0,1121.0
0.055,0.055,0.03,1009.0,1447.0
0.055,0.055,0.03,812.0,1328.0
0.055,0.055,0.03,1583.0,1261.0
0.055,0.055,0.03,2842.0,1547.0
0.055,0.055,0.035,709.0,1226.0
0.055,0.055,0.035,2349.0,1436.0
0.055,0.055,0.035,360.0,774.0
0.055,0.055,0.035,1444.0,1375.0
0.055,0.055,0.035,2186.0,1672.0
0.055,0.055,0.035,8445.0,0.0
0.055,0.055,0.035,1001.0,1277.0
0.055,0.055,0.035,8025.0,7.0
0.055,0.055,0.035,1111.0,1177.0
0.055,0.055,0.035,1157.0,1172.0
0.055,0.055,0.035,7824.0,0.0
0.055,0.055,0.035,8899.0,0.0
0.055,0.055,0.035,2266.0,1232.0
0.055,0.055,0.035,1187.0,1115.0
0.055,0.055,0.035,7737.0,0.0
0.055,0.055,0.035,871.0,1015.0
0.055,0.055,0.035,1659.0,1230.0
0.055,0.055,0.035,756.0,1009.0
0.055,0.055,0.035,2000.0,1550.0
0.055,0.055,0.035,2275.0,1805.0
0.055,0.055,0.035,1574.0,1289.0
0.055,0.055,0.035,1403.0,1508.0
0.055,0.055,0.035,1020.0,933.0
0.055,0.055,0.035,862.0,1173.0
0.055,0.055,0.035,1256.0,1260.0
0.055,0.055,0.035,490.0,1249.0
0.055,0.055,0.035,1928.0,1534.0
0.055,0.055,0.035,1381.0,1180.0
0.055,0.055,0.035,794.0,1416.0
0.055,0.055,0.035,8545.0,0.0
0.055,0.055,0.04,6927.0,1.0
0.055,0.055,0.04,8267.0,0.0
0.055,0.055,0.04,1499.0,1517.0
0.055,0.055,0.04,4109.0,1570.0
0.055,0.055,0.04,1494.0,1568.0
0.055,0.055,0.04,8504.0,0.0
0.055,0.055,0.04,7298.0,10.0
0.055,0.055,0.04,2089.0,1610.0
0.055,0.055,0.04,1567.0,1343.0
0.055,0.055,0.04,768.0,1467.0
0.055,0.055,0.04,2304.0,1662.0
0.055,0.055,0.04,4164.0,1634.0
0.055,0.055,0.04,8844.0,0.0
0.055,0.055,0.04,3001.0,1504.0
0.055,0.055,0.04,2721.0,1171.0
0.055,0.055,0.04,2505.0,1333.0
0.055,0.055,0.04,1454.0,1508.0
0.055,0.055,0.04,8300.0,0.0
0.055,0.055,0.04,3847.0,1645.0
0.055,0.055,0.04,3733.0,1441.0
0.055,0.055,0.04,6096.0,1165.0
0.055,0.055,0.04,2245.0,1489.0
0.055,0.055,0.04,4588.0,1461.0
0.055,0.055,0.04,1976.0,1564.0
0.055,0.055,0.04,9353.0,0.0
0.055,0.055,0.04,1386.0,1376.0
0.055,0.055,0.04,2967.0,1491.0
0.055,0.055,0.04,7775.0,0.0
0.055,0.055,0.04,864.0,1627.0
0.055,0.055,0.04,9423.0,0.0
0.055,0.055,0.045,2010.0,1287.0
0.055,0.055,0.045,7757.0,2.0
0.055,0.055,0.045,8231.0,0.0
0.055,0.055,0.045,2855.0,1411.0
0.055,0.055,0.045,5113.0,1222.0
0.055,0.055,0.045,8922.0,0.0
0.055,0.055,0.045,8660.0,0.0
0.055,0.055,0.045,8889.0,0.0
0.055,0.055,0.045,1918.0,1437.0
0.055,0.055,0.045,8439.0,0.0
0.055,0.055,0.045,7912.0,0.0
0.055,0.055,0.045,9272.0,0.0
0.055,0.055,0.045,2072.0,1509.0
0.055,0.055,0.045,2827.0,1448.0
0.055,0.055,0.045,8758.0,0.0
0.055,0.055,0.045,8865.0,0.0
0.055,0.055,0.045,8914.0,0.0
0.055,0.055,0.045,8080.0,0.0
0.055,0.055,0.045,8764.0,0.0
0.055,0.055,0.045,8824.0,0.0
0.055,0.055,0.045,7753.0,0.0
0.055,0.055,0.045,2468.0,1434.0
0.055,0.055,0.045,8636.0,0.0
0.055,0.055,0.045,9696.0,0.0
0.055,0.055,0.045,8703.0,0.0
0.055,0.055,0.045,3982.0,1301.0
0.055,0.055,0.045,2187.0,1482.0
0.055,0.055,0.045,5146.0,1710.0
0.055,0.055,0.045,1740.0,1171.0
0.055,0.055,0.045,8563.0,0.0
0.055,0.055,0.05,8695.0,0.0
0.055,0.055,0.05,9436.0,0.0
0.055,0.055,0.05,8899.0,0.0
0.055,0.055,0.05,8864.0,0.0
0.055,0.055,0.05,9094.0,0.0
0.055,0.055,0.05,9408.0,0.0
0.055,0.055,0.05,8432.0,0.0
0.055,0.055,0.05,8387.0,0.0
0.055,0.055,0.05,8058.0,35.0
0.055,0.055,0.05,7851.0,0.0
0.055,0.055,0.05,7781.0,0.0
0.055,0.055,0.05,9324.0,0.0
0.055,0.055,0.05,9279.0,0.0
0.055,0.055,0.05,9058.0,0.0
0.055,0.055,0.05,10197.0,0.0
0.055,0.055,0.05,9366.0,0.0
0.055,0.055,0.05,9086.0,0.0
0.055,0.055,0.05,9188.0,0.0
0.055,0.055,0.05,9550.0,0.0
0.055,0.055,0.05,8648.0,0.0
0.055,0.055,0.05,9042.0,0.0
0.055,0.055,0.05,8641.0,0.0
0.055,0.055,0.05,9476.0,0.0
0.055,0.055,0.05,9054.0,0.0
0.055,0.055,0.05,4494.0,1400.0
0.055,0.055,0.05,8631.0,0.0
0.055,0.055,0.05,8615.0,0.0
0.055,0.055,0.05,9423.0,0.0
0.055,0.055,0.05,7952.0,1.0
0.055,0.055,0.05,8231.0,0.0
0.055,0.055,0.055,7867.0,0.0
0.055,0.055,0.055,9114.0,0.0
0.055,0.055,0.055,7948.0,2.0
0.055,0.055,0.055,9502.0,0.0
0.055,0.055,0.055,8052.0,4.0
0.055,0.055,0.055,9521.0,0.0
0.055,0.055,0.055,9160.0,0.0
0.055,0.055,0.055,9474.0,0.0
0.055,0.055,0.055,9394.0,0.0
0.055,0.055,0.055,10281.0,0.0
0.055,0.055,0.055,9256.0,0.0
0.055,0.055,0.055,10153.0,0.0
0.055,0.055,0.055,10000.0,0.0
0.055,0.055,0.055,8720.0,0.0
0.055,0.055,0.055,9404.0,0.0
0.055,0.055,0.055,9950.0,0.0
0.055,0.055,0.055,9090.0,0.0
0.055,0.055,0.055,9482.0,0.0
0.055,0.055,0.055,9424.0,0.0
0.055,0.055,0.055,9840.0,0.0
0.055,0.055,0.055,9425.0,0.0
0.055,0.055,0.055,9885.0,0.0
0.055,0.055,0.055,8998.0,0.0
0.055,0.055,0.055,9273.0,0.0
0.055,0.055,0.055,9709.0,0.0
0.055,0.055,0.055,9408.0,0.0
0.055,0.055,0.055,7404.0,8.0
0.055,0.055,0.055,8851.0,0.0
0.055,0.055,0.055,10054.0,0.0
0.055,0.055,0.055,9733.0,0.0
0.055,0.055,0.06,9627.0,0.0
0.055,0.055,0.06,9796.0,0.0
0.055,0.055,0.06,9630.0,0.0
0.055,0.055,0.06,10146.0,0.0
0.055,0.055,0.06,9611.0,0.0
0.055,0.055,0.06,9615.0,0.0
0.055,0.055,0.06,10037.0,0.0
0.055,0.055,0.06,9929.0,0.0
0.055,0.055,0.06,8826.0,0.0
0.055,0.055,0.06,9940.0,0.0
0.055,0.055,0.06,9618.0,0.0
0.055,0.055,0.06,9838.0,0.0
0.055,0.055,0.06,9873.0,0.0
0.055,0.055,0.06,9963.0,0.0
0.055,0.055,0.06,10303.0,0.0
0.055,0.055,0.06,9122.0,0.0
0.055,0.055,0.06,8704.0,0.0
0.055,0.055,0.06,10268.0,0.0
0.055,0.055,0.06,9705.0,0.0
0.055,0.055,0.06,8597.0,0.0
0.055,0.055,0.06,9938.0,0.0
0.055,0.055,0.06,9772.0,0.0
0.055,0.055,0.06,10135.0,0.0
0.055,0.055,0.06,9415.0,0.0
0.055,0.055,0.06,9747.0,0.0
0.055,0.055,0.06,9240.0,0.0
0.055,0.055,0.06,10206.0,0.0
0.055,0.055,0.06,9827.0,0.0
0.055,0.055,0.06,9854.0,0.0
0.055,0.055,0.06,10020.0,0.0
0.055,0.06,0.03,608.0,851.0
0.055,0.06,0.03,1021.0,1269.0
0.055,0.06,0.03,863.0,1278.0
0.055,0.06,0.03,1963.0,1198.0
0.055,0.06,0.03,2200.0,1387.0
0.055,0.06,0.03,271.0,1007.0
0.055,0.06,0.03,1732.0,1196.0
0.055,0.06,0.03,1327.0,1392.0
0.055,0.06,0.03,1092.0,1355.0
0.055,0.06,0.03,1398.0,1025.0
0.055,0.06,0.03,1446.0,1041.0
0.055,0.06,0.03,1686.0,1256.0
0.055,0.06,0.03,402.0,340.0
0.055,0.06,0.03,1080.0,1384.0
0.055,0.06,0.03,1946.0,1396.0
0.055,0.06,0.03,612.0,582.0
0.055,0.06,0.03,1.0,523.0
0.055,0.06,0.03,621.0,654.0
0.055,0.06,0.03,1805.0,1760.0
0.055,0.06,0.03,986.0,773.0
0.055,0.06,0.03,972.0,1194.0
0.055,0.06,0.03,1038.0,632.0
0.055,0.06,0.03,2139.0,1708.0
0.055,0.06,0.03,2544.0,1510.0
0.055,0.06,0.03,382.0,1537.0
0.055,0.06,0.03,314.0,909.0
0.055,0.06,0.03,874.0,1072.0
0.055,0.06,0.03,825.0,1370.0
0.055,0.06,0.03,578.0,1284.0
0.055,0.06,0.03,2583.0,1519.0
0.055,0.06,0.035,2918.0,1486.0
0.055,0.06,0.035,1016.0,1051.0
0.055,0.06,0.035,1783.0,1352.0
0.055,0.06,0.035,1172.0,1011.0
0.055,0.06,0.035,1146.0,1313.0
0.055,0.06,0.035,923.0,1224.0
0.055,0.06,0.035,921.0,1273.0
0.055,0.06,0.035,1279.0,994.0
0.055,0.06,0.035,1309.0,1375.0
0.055,0.06,0.035,2645.0,1593.0
0.055,0.06,0.035,2476.0,1823.0
0.055,0.06,0.035,1580.0,1261.0
0.055,0.06,0.035,2336.0,1616.0
0.055,0.06,0.035,1268.0,1246.0
0.055,0.06,0.035,2225.0,1485.0
0.055,0.06,0.035,1562.0,1178.0
0.055,0.06,0.035,226.0,746.0
0.055,0.06,0.035,307.0,1233.0
0.055,0.06,0.035,957.0,974.0
0.055,0.06,0.035,1426.0,1163.0
0.055,0.06,0.035,2507.0,1456.0
0.055,0.06,0.035,3329.0,1643.0
0.055,0.06,0.035,1950.0,1450.0
0.055,0.06,0.035,8644.0,0.0
0.055,0.06,0.035,653.0,1208.0
0.055,0.06,0.035,2029.0,1530.0
0.055,0.06,0.035,899.0,1431.0
0.055,0.06,0.035,1537.0,1215.0
0.055,0.06,0.035,523.0,1359.0
0.055,0.06,0.035,1633.0,1714.0
0.055,0.06,0.04,1460.0,1179.0
0.055,0.06,0.04,2357.0,1519.0
0.055,0.06,0.04,661.0,1369.0
0.055,0.06,0.04,2923.0,1073.0
0.055,0.06,0.04,1688.0,1556.0
0.055,0.06,0.04,7226.0,0.0
0.055,0.06,0.04,7390.0,1.0
0.055,0.06,0.04,5761.0,1730.0
0.055,0.06,0.04,9009.0,0.0
0.055,0.06,0.04,7555.0,1.0
0.055,0.06,0.04,2698.0,1364.0
0.055,0.06,0.04,2656.0,1140.0
0.055,0.06,0.04,2357.0,1574.0
0.055,0.06,0.04,3340.0,1397.0
0.055,0.06,0.04,8822.0,0.0
0.055,0.06,0.04,8113.0,0.0
0.055,0.06,0.04,2003.0,1042.0
0.055,0.06,0.04,1045.0,1351.0
0.055,0.06,0.04,9412.0,0.0
0.055,0.06,0.04,3783.0,1401.0
0.055,0.06,0.04,3347.0,1471.0
0.055,0.06,0.04,2919.0,1534.0
0.055,0.06,0.04,9575.0,0.0
0.055,0.06,0.04,2868.0,1508.0
0.055,0.06,0.04,6524.0,11.0
0.055,0.06,0.04,3109.0,1616.0
0.055,0.06,0.04,8135.0,0.0
0.055,0.06,0.04,2118.0,1369.0
0.055,0.06,0.04,2447.0,1458.0
0.055,0.06,0.04,7698.0,1.0
0.055,0.06,0.045,5936.0,859.0
0.055,0.06,0.045,8774.0,0.0
0.055,0.06,0.045,8015.0,0.0
0.055,0.06,0.045,9340.0,0.0
0.055,0.06,0.045,7884.0,0.0
0.055,0.06,0.045,8796.0,0.0
0.055,0.06,0.045,9000.0,0.0
0.055,0.06,0.045,9161.0,0.0
0.055,0.06,0.045,9120.0,0.0
0.055,0.06,0.045,1432.0,1243.0
0.055,0.06,0.045,7953.0,0.0
0.055,0.06,0.045,8934.0,0.0
0.055,0.06,0.045,8087.0,0.0
0.055,0.06,0.045,4690.0,1459.0
0.055,0.06,0.045,7737.0,0.0
0.055,0.06,0.045,3914.0,1548.0
0.055,0.06,0.045,6712.0,50.0
0.055,0.06,0.045,8278.0,0.0
0.055,0.06,0.045,3535.0,1304.0
0.055,0.06,0.045,8223.0,0.0
0.055,0.06,0.045,7400.0,0.0
0.055,0.06,0.045,9774.0,0.0
0.055,0.06,0.045,9695.0,0.0
0.055,0.06,0.045,8699.0,0.0
0.055,0.06,0.045,8058.0,0.0
0.055,0.06,0.045,9184.0,0.0
0.055,0.06,0.045,2277.0,1423.0
0.055,0.06,0.045,9146.0,0.0
0.055,0.06,0.045,2009.0,1118.0
0.055,0.06,0.045,8106.0,0.0
0.055,0.06,0.05,9927.0,0.0
0.055,0.06,0.05,10247.0,0.0
0.055,0.06,0.05,7436.0,3.0
0.055,0.06,0.05,3574.0,1481.0
0.055,0.06,0.05,9958.0,0.0
0.055,0.06,0.05,8747.0,0.0
0.055,0.06,0.05,7875.0,0.0
0.055,0.06,0.05,9440.0,0.0
0.055,0.06,0.05,9061.0,0.0
0.055,0.06,0.05,9387.0,0.0
0.055,0.06,0.05,8516.0,0.0
0.055,0.06,0.05,9848.0,0.0
0.055,0.06,0.05,9795.0,0.0
0.055,0.06,0.05,2676.0,1384.0
0.055,0.06,0.05,9883.0,0.0
0.055,0.06,0.05,9337.0,0.0
0.055,0.06,0.05,8994.0,0.0
0.055,0.06,0.05,9612.0,0.0
0.055,0.06,0.05,8852.0,0.0
0.055,0.06,0.05,8563.0,0.0
0.055,0.06,0.05,9103.0,0.0
0.055,0.06,0.05,9355.0,0.0
0.055,0.06,0.05,9363.0,0.0
0.055,0.06,0.05,9602.0,0.0
0.055,0.06,0.05,9125.0,0.0
0.055,0.06,0.05,8382.0,0.0
0.055,0.06,0.05,10052.0,0.0
0.055,0.06,0.05,8230.0,0.0
0.055,0.06,0.05,8018.0,0.0
0.055,0.06,0.05,8643.0,0.0
0.055,0.06,0.055,9762.0,0.0
0.055,0.06,0.055,10085.0,0.0
0.055,0.06,0.055,9330.0,0.0
0.055,0.06,0.055,9834.0,0.0
0.055,0.06,0.055,9426.0,0.0
0.055,0.06,0.055,9422.0,0.0
0.055,0.06,0.055,9341.0,0.0
0.055,0.06,0.055,9927.0,0.0
0.055,0.06,0.055,9843.0,0.0
0.055,0.06,0.055,9383.0,0.0
0.055,0.06,0.055,9276.0,0.0
0.055,0.06,0.055,9791.0,0.0
0.055,0.06,0.055,9819.0,0.0
0.055,0.06,0.055,9707.0,0.0
0.055,0.06,0.055,9651.0,0.0
0.055,0.06,0.055,9445.0,0.0
0.055,0.06,0.055,9556.0,0.0
0.055,0.06,0.055,9845.0,0.0
0.055,0.06,0.055,9914.0,0.0
0.055,0.06,0.055,9700.0,0.0
0.055,0.06,0.055,9860.0,0.0
0.055,0.06,0.055,8934.0,0.0
0.055,0.06,0.055,9842.0,0.0
0.055,0.06,0.055,9281.0,0.0
0.055,0.06,0.055,9260.0,0.0
0.055,0.06,0.055,7640.0,2.0
0.055,0.06,0.055,10145.0,0.0
0.055,0.06,0.055,9420.0,0.0
0.055,0.06,0.055,9862.0,0.0
0.055,0.06,0.055,9569.0,0.0
0.055,0.06,0.06,10347.0,0.0
0.055,0.06,0.06,9944.0,0.0
0.055,0.06,0.06,9890.0,0.0
0.055,0.06,0.06,9947.0,0.0
0.055,0.06,0.06,9838.0,0.0
0.055,0.06,0.06,9988.0,0.0
0.055,0.06,0.06,8661.0,0.0
0.055,0.06,0.06,9176.0,0.0
0.055,0.06,0.06,10024.0,0.0
0.055,0.06,0.06,10239.0,0.0
0.055,0.06,0.06,9405.0,0.0
0.055,0.06,0.06,9777.0,0.0
0.055,0.06,0.06,9858.0,0.0
0.055,0.06,0.06,10256.0,0.0
0.055,0.06,0.06,9914.0,0.0
0.055,0.06,0.06,9691.0,0.0
0.055,0.06,0.06,9960.0,0.0
0.055,0.06,0.06,9485.0,0.0
0.055,0.06,0.06,10032.0,0.0
0.055,0.06,0.06,10135.0,0.0
0.055,0.06,0.06,9746.0,0.0
0.055,0.06,0.06,10410.0,0.0
0.055,0.06,0.06,10056.0,0.0
0.055,0.06,0.06,10238.0,0.0
0.055,0.06,0.06,9369.0,0.0
0.055,0.06,0.06,9887.0,0.0
0.055,0.06,0.06,10306.0,0.0
0.055,0.06,0.06,9648.0,0.0
0.055,0.06,0.06,9303.0,0.0
0.055,0.06,0.06,10240.0,0.0
0.06,0.02,0.03,62.0,1057.0
0.06,0.02,0.03,11.0,937.0
0.06,0.02,0.03,3.0,574.0
0.06,0.02,0.03,81.0,846.0
0.06,0.02,0.03,18.0,953.0
0.06,0.02,0.03,83.0,1170.0
0.06,0.02,0.03,46.0,1159.0
0.06,0.02,0.03,28.0,1166.0
0.06,0.02,0.03,41.0,1101.0
0.06,0.02,0.03,1.0,814.0
0.06,0.02,0.03,302.0,1356.0
0.06,0.02,0.03,40.0,1015.0
0.06,0.02,0.03,148.0,1603.0
0.06,0.02,0.03,89.0,1242.0
0.06,0.02,0.03,6.0,778.0
0.06,0.02,0.03,157.0,1082.0
0.06,0.02,0.03,222.0,1681.0
0.06,0.02,0.03,216.0,823.0
0.06,0.02,0.03,152.0,1812.0
0.06,0.02,0.03,1.0,1017.0
0.06,0.02,0.03,50.0,1649.0
0.06,0.02,0.03,4.0,1123.0
0.06,0.02,0.03,45.0,832.0
0.06,0.02,0.03,7.0,851.0
0.06,0.02,0.03,0.0,1133.0
0.06,0.02,0.03,288.0,1725.0
0.06,0.02,0.03,185.0,1778.0
0.06,0.02,0.03,212.0,1027.0
0.06,0.02,0.03,10.0,1000.0
0.06,0.02,0.03,194.0,1396.0
0.06,0.02,0.035,321.0,1400.0
0.06,0.02,0.035,0.0,1327.0
0.06,0.02,0.035,3.0,927.0
0.06,0.02,0.035,291.0,1705.0
0.06,0.02,0.035,184.0,1705.0
0.06,0.02,0.035,688.0,1783.0
0.06,0.02,0.035,121.0,1379.0
0.06,0.02,0.035,177.0,1206.0
0.06,0.02,0.035,291.0,1682.0
0.06,0.02,0.035,89.0,1019.0
0.06,0.02,0.035,488.0,1532.0
0.06,0.02,0.035,126.0,1751.0
0.06,0.02,0.035,67.0,1291.0
0.06,0.02,0.035,157.0,1443.0
0.06,0.02,0.035,175.0,1551.0
0.06,0.02,0.035,54.0,1162.0
0.06,0.02,0.035,82.0,1254.0
0.06,0.02,0.035,431.0,1027.0
0.06,0.02,0.035,145.0,1556.0
0.06,0.02,0.035,136.0,1102.0
0.06,0.02,0.035,305.0,1834.0
0.06,0.02,0.035,148.0,1554.0
0.06,0.02,0.035,467.0,1530.0
0.06,0.02,0.035,241.0,1056.0
0.06,0.02,0.035,355.0,1581.0
0.06,0.02,0.035,208.0,1420.0
0.06,0.02,0.035,213.0,1320.0
0.06,0.02,0.035,30.0,905.0
0.06,0.02,0.035,204.0,1130.0
0.06,0.02,0.035,775.0,1957.0
0.06,0.02,0.04,618.0,1567.0
0.06,0.02,0.04,884.0,1903.0
0.06,0.02,0.04,539.0,1848.0
