k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.4,0.2,0.6,0.8,12.022,4.566,8.37,80.6228,21.9536,67.9089,27.4865,53.7293,24.6459
0.2,0.4,0.2,0.6,1.0,12.07,4.242,8.646,79.1714,18.9894,69.5197,27.0832,54.2653,25.9155
0.2,0.4,0.2,0.8,0.2,12.788,7.002,5.168,97.5622,50.4469,32.0318,43.4373,38.2501,19.3965
0.2,0.4,0.2,0.8,0.4,12.846,6.18,5.932,92.5394,40.5166,38.1076,39.9596,42.7049,22.858
0.2,0.4,0.2,0.8,0.6,12.992,5.312,6.654,95.6993,25.65,50.1426,32.5195,51.3078,21.531
0.2,0.4,0.2,0.8,0.8,13.15,4.758,7.05,99.6708,23.9834,46.8131,31.856,50.9584,23.0562
0.2,0.4,0.2,0.8,1.0,13.184,4.172,7.602,96.439,20.0185,54.2681,27.6657,54.9511,23.1247
0.2,0.4,0.2,1.0,0.2,13.642,7.032,4.284,112.471,48.9168,22.5044,46.8512,36.9456,15.3616
0.2,0.4,0.2,1.0,0.4,13.742,6.24,4.976,114.917,37.0004,28.5205,39.7554,43.8655,17.2643
0.2,0.4,0.2,1.0,0.6,13.938,5.466,5.554,112.748,31.572,30.2957,38.3416,46.1567,19.2984
0.2,0.4,0.2,1.0,0.8,14.29,4.782,5.886,118.976,23.0165,35.9569,33.4321,50.6283,18.0693
0.2,0.4,0.2,1.0,1.0,14.462,4.188,6.308,119.552,17.0748,40.8228,30.2496,53.643,18.4871
0.2,0.4,0.4,0.2,0.2,8.054,8.0,8.904,42.2476,56.9018,98.131,33.5752,27.6785,31.2104
0.2,0.4,0.4,0.2,0.4,7.698,7.254,10.006,38.6601,48.5987,101.385,28.9185,32.1221,35.742
0.2,0.4,0.4,0.2,0.6,7.784,6.254,10.92,39.2198,31.0235,119.42,23.5379,35.7462,36.9883
0.2,0.4,0.4,0.2,0.8,7.774,5.474,11.71,36.6923,27.0835,128.006,19.2556,37.2389,38.7189
0.2,0.4,0.4,0.2,1.0,7.804,4.918,12.236,37.5206,21.3941,133.583,18.4669,42.2147,34.1737
0.2,0.4,0.4,0.4,0.2,9.43,8.136,7.392,52.8428,58.0296,66.1667,37.6789,35.2319,29.674
0.2,0.4,0.4,0.4,0.4,9.37,7.168,8.42,52.1093,44.3966,77.9154,33.3245,39.8764,30.6928
0.2,0.4,0.4,0.4,0.6,9.314,6.436,9.208,53.3381,36.054,80.642,28.8428,44.5518,32.6927
0.2,0.4,0.4,0.4,0.8,9.572,5.422,9.964,58.1371,26.549,85.2973,28.0968,48.694,29.3218
0.2,0.4,0.4,0.4,1.0,9.596,4.938,10.424,53.9326,22.3468,94.5173,24.1192,50.3861,31.2007
0.2,0.4,0.4,0.6,0.2,10.458,8.298,6.202,70.369,54.0293,45.8369,43.9654,38.5245,23.4968
0.2,0.4,0.4,0.6,0.4,10.406,7.298,7.254,68.6625,45.9651,52.3422,37.9008,42.2754,27.4432
0.2,0.4,0.4,0.6,0.6,10.414,6.54,8.004,68.3473,37.0585,54.8497,36.6036,45.6336,28.7393
0.2,0.4,0.4,0.6,0.8,10.744,5.816,8.398,66.6758,31.7216,62.8934,32.4979,49.062,28.899
0.2,0.4,0.4,0.6,1.0,10.748,5.152,9.058,65.7079,22.4217,78.3914,27.0845,52.5998,28.1595
0.2,0.4,0.4,0.8,0.2,11.298,8.548,5.112,74.3739,66.7051,34.1478,45.4977,35.5738,22.4195
0.2,0.4,0.4,0.8,0.4,11.602,7.218,6.138,77.1258,46.4514,41.3857,41.9707,40.8346,25.8176
0.2,0.4,0.4,0.8,0.6,11.642,6.49,6.826,81.1521,35.2324,46.5488,36.1317,46.625,26.881
0.2,0.4,0.4,0.8,0.8,11.584,5.874,7.5,86.6603,28.5432,50.3868,33.9174,49.5271,24.8647
0.2,0.4,0.4,0.8,1.0,11.898,5.034,8.026,81.3784,22.558,57.7127,31.0997,53.4936,25.6865
0.2,0.4,0.4,1.0,0.2,12.082,8.532,4.344,91.1696,60.9108,22.2101,50.9242,33.7733,19.2615
0.2,0.4,0.4,1.0,0.4,12.23,7.536,5.192,91.1875,50.7502,26.6965,47.3735,37.6131,21.8007
0.2,0.4,0.4,1.0,0.6,12.506,6.562,5.89,97.9739,34.6074,32.1742,43.2501,43.9856,21.4908
0.2,0.4,0.4,1.0,0.8,12.652,5.9,6.406,93.4939,30.8317,36.7707,38.915,47.7167,23.9244
0.2,0.4,0.4,1.0,1.0,12.864,5.22,6.874,101.685,21.9675,41.8458,34.6693,52.6161,21.0699
0.2,0.4,0.6,0.2,0.2,7.104,9.034,8.82,35.0874,67.1792,91.8112,32.5696,27.7242,33.7717
0.2,0.4,0.6,0.2,0.4,6.92,7.746,10.292,30.214,52.278,106.993,29.1059,26.9533,40.3028
0.2,0.4,0.6,0.2,0.6,6.994,6.802,11.162,32.0741,38.6721,117.675,24.3154,31.4198,41.1584
0.2,0.4,0.6,0.2,0.8,7.006,6.03,11.922,31.4889,31.5322,125.904,21.4247,33.4113,41.806
0.2,0.4,0.6,0.2,1.0,6.608,5.422,12.928,31.0204,24.4689,134.78,18.6487,37.8334,39.4874
0.2,0.4,0.6,0.4,0.2,8.234,9.268,7.456,40.6205,68.389,70.8618,37.0454,31.5985,32.5248
0.2,0.4,0.6,0.4,0.4,8.29,8.068,8.6,40.3867,51.5505,78.7094,33.2648,37.0421,35.4741
0.2,0.4,0.6,0.4,0.6,8.478,7.074,9.406,42.9915,37.8041,86.6304,28.6058,41.8196,36.9659
0.2,0.4,0.6,0.4,0.8,8.374,6.42,10.164,45.1164,32.693,85.7246,27.9929,45.4195,35.925
0.2,0.4,0.6,0.4,1.0,8.306,5.73,10.922,41.2068,26.1614,103.483,23.8423,46.2504,35.5861
0.2,0.4,0.6,0.6,0.2,9.312,9.22,6.426,53.9145,69.5066,47.9043,42.7829,34.5322,28.1265
0.2,0.4,0.6,0.6,0.4,9.344,8.462,7.152,52.2221,56.0607,55.3356,39.0592,38.4506,31.7853
0.2,0.4,0.6,0.6,0.6,9.51,7.436,8.012,54.5991,41.1242,64.4327,34.5788,43.5189,32.9286
0.2,0.4,0.6,0.6,0.8,9.692,6.568,8.698,55.9049,37.4683,64.079,33.2013,43.8186,35.3583
0.2,0.4,0.6,0.6,1.0,9.718,5.776,9.464,54.772,28.1461,78.1169,28.9988,48.8004,32.7875
0.2,0.4,0.6,0.8,0.2,10.154,9.436,5.368,61.2808,73.4889,34.7661,47.4798,33.2719,25.5847
0.2,0.4,0.6,0.8,0.4,10.274,8.478,6.206,64.1673,58.1779,37.9515,42.9349,38.226,29.7951
0.2,0.4,0.6,0.8,0.6,10.338,7.592,7.028,63.9477,45.6929,48.3038,37.9638,42.9364,31.2319
0.2,0.4,0.6,0.8,0.8,10.774,6.67,7.514,69.1372,34.3738,50.7794,36.5185,47.3348,30.1058
0.2,0.4,0.6,0.8,1.0,10.698,6.134,8.126,69.8224,31.5351,53.1204,34.9584,47.8137,31.0933
0.2,0.4,0.6,1.0,0.2,10.826,9.718,4.414,70.7292,72.0305,23.3974,52.049,31.2305,24.7462
0.2,0.4,0.6,1.0,0.4,11.09,8.56,5.308,74.6552,56.6437,30.422,47.4485,36.2748,26.5206
0.2,0.4,0.6,1.0,0.6,11.156,7.754,6.048,82.3163,45.4283,33.8654,42.4112,40.3432,27.5449
0.2,0.4,0.6,1.0,0.8,11.284,6.892,6.782,81.2619,35.3911,39.9945,40.2933,44.9258,27.5616
0.2,0.4,0.6,1.0,1.0,11.56,6.198,7.2,81.5014,30.5639,45.0621,37.2857,47.3327,27.9222
0.2,0.4,0.8,0.2,0.2,6.472,9.53,8.956,27.372,75.7286,96.1824,32.2123,23.0529,36.1977
0.2,0.4,0.8,0.2,0.4,6.154,8.306,10.498,24.6195,57.7038,109.894,26.6943,24.9632,43.3383
