CMDLINE /export/apps/opt/qiskit/0.34.2/envs/qiskit/bin/python3.10 spatial.py
MEM 18251.816406 1684771486.9313
MEM 18436.046875 1684771487.0317
MEM 18619.894531 1684771487.1320
MEM 18804.449219 1684771487.2323
MEM 18978.992188 1684771487.3326
MEM 19162.628906 1684771487.4329
MEM 19208.160156 1684771487.5332
MEM 19209.417969 1684771487.6335
MEM 19209.425781 1684771487.7338
MEM 19209.425781 1684771487.8341
MEM 19209.425781 1684771487.9343
MEM 19209.433594 1684771488.0346
MEM 19210.523438 1684771488.1349
MEM 19212.843750 1684771488.2352
MEM 19211.191406 1684771488.3355
MEM 19212.250000 1684771488.4358
MEM 19212.250000 1684771488.5361
MEM 19212.250000 1684771488.6364
MEM 19227.734375 1684771488.7366
MEM 19234.242188 1684771488.8369
MEM 19234.242188 1684771488.9372
MEM 19234.242188 1684771489.0375
MEM 19249.632812 1684771489.1378
MEM 19249.632812 1684771489.2381
MEM 19234.445312 1684771489.3384
MEM 19234.445312 1684771489.4387
MEM 19202.960938 1684771489.5409
MEM 19202.960938 1684771489.6412
MEM 19187.703125 1684771489.7415
MEM 19187.714844 1684771489.8418
MEM 19187.750000 1684771489.9421
MEM 0.000000 1684771490.0424
MEM 0.000000 1684771490.1426
MEM 0.000000 1684771490.2429
MEM 0.000000 1684771490.3432
MEM 0.000000 1684771490.4434
MEM 0.000000 1684771490.5439
MEM 0.000000 1684771490.6442
