CMDLINE /export/apps/opt/qiskit/0.34.2/envs/qiskit/bin/python3.10 spatial.py
MEM 20036.378906 1684772729.7548
MEM 20036.796875 1684772729.8569
MEM 20136.863281 1684772729.9582
MEM 20242.257812 1684772730.0592
MEM 20372.664062 1684772730.1601
MEM 20507.332031 1684772730.2611
MEM 20641.378906 1684772730.3621
MEM 20775.738281 1684772730.4632
MEM 20876.464844 1684772730.5642
MEM 20944.050781 1684772730.6651
MEM 21044.753906 1684772730.7661
MEM 21145.156250 1684772730.8672
MEM 21229.097656 1684772730.9682
MEM 21347.011719 1684772731.0692
MEM 21447.980469 1684772731.1701
MEM 21582.109375 1684772731.2711
MEM 21699.691406 1684772731.3721
MEM 21900.644531 1684772731.5242
MEM 22018.527344 1684772731.6261
MEM 22085.917969 1684772731.7271
MEM 22203.824219 1684772731.8281
MEM 22187.175781 1684772731.9342
MEM 22220.390625 1684772732.0349
MEM 22220.390625 1684772732.1390
MEM 22220.390625 1684772732.2488
MEM 22220.761719 1684772732.3559
MEM 22220.761719 1684772732.4561
MEM 22221.261719 1684772732.5563
MEM 22321.101562 1684772732.6661
MEM 22422.011719 1684772732.7671
MEM 22523.957031 1684772732.8681
MEM 22640.500000 1684772732.9701
MEM 22774.832031 1684772733.0711
MEM 22908.675781 1684772733.1761
MEM 22975.871094 1684772733.2795
MEM 23052.464844 1684772733.3801
MEM 23178.007812 1684772733.4811
MEM 23312.703125 1684772733.5821
MEM 23446.988281 1684772733.6831
MEM 23547.972656 1684772733.7841
MEM 23681.726562 1684772733.8851
MEM 23817.078125 1684772733.9861
MEM 23950.484375 1684772734.0871
MEM 24068.253906 1684772734.1881
MEM 24202.597656 1684772734.2927
MEM 24237.679688 1684772734.3941
MEM 24337.242188 1684772734.4951
MEM 24437.910156 1684772734.5961
MEM 24572.113281 1684772734.6971
MEM 24639.000000 1684772734.7981
MEM 24773.605469 1684772734.9051
MEM 24874.218750 1684772735.0081
MEM 24991.812500 1684772735.1141
MEM 25092.851562 1684772735.2151
MEM 25210.347656 1684772735.3171
MEM 25311.062500 1684772735.4182
MEM 25412.214844 1684772735.5193
MEM 25563.039062 1684772735.6291
MEM 25697.773438 1684772735.7321
MEM 25832.433594 1684772735.8331
MEM 25966.261719 1684772735.9341
MEM 26067.078125 1684772736.0351
MEM 26201.617188 1684772736.1391
MEM 26335.621094 1684772736.2411
MEM 26436.660156 1684772736.3461
MEM 26436.660156 1684772736.4514
MEM 26453.667969 1684772736.5540
MEM 26554.527344 1684772736.6551
MEM 26654.871094 1684772736.7932
MEM 26822.625000 1684772736.9031
MEM 26890.308594 1684772737.0121
MEM 26990.910156 1684772737.1191
MEM 27125.152344 1684772737.2231
MEM 27226.058594 1684772737.3261
MEM 27326.781250 1684772737.4341
MEM 27427.968750 1684772737.5351
MEM 27562.003906 1684772737.6361
MEM 27696.855469 1684772737.7372
MEM 27830.605469 1684772737.8382
MEM 27881.617188 1684772737.9391
MEM 27948.597656 1684772738.0401
MEM 28049.605469 1684772738.1411
MEM 28150.457031 1684772738.2421
MEM 28268.140625 1684772738.3431
MEM 28369.070312 1684772738.4441
MEM 28486.171875 1684772738.5521
MEM 28620.753906 1684772738.6561
MEM 28755.152344 1684772738.7571
MEM 28872.601562 1684772738.8581
MEM 29007.175781 1684772738.9591
MEM 29107.449219 1684772739.0601
MEM 29175.164062 1684772739.1605
MEM 29208.710938 1684772739.2651
MEM 29343.031250 1684772739.3661
MEM 29410.113281 1684772739.4671
MEM 29510.921875 1684772739.5681
MEM 29645.062500 1684772739.6691
MEM 29746.328125 1684772739.7801
MEM 29830.046875 1684772739.8841
MEM 29947.691406 1684772739.9881
MEM 30048.640625 1684772740.0890
MEM 30048.742188 1684772740.1919
MEM 30082.054688 1684772740.3019
MEM 30082.054688 1684772740.4038
MEM 30082.351562 1684772740.5053
MEM 30166.113281 1684772740.6095
MEM 30267.066406 1684772740.7166
MEM 30384.351562 1684772740.8223
MEM 30518.621094 1684772740.9244
MEM 30636.308594 1684772741.0309
MEM 30770.683594 1684772741.1329
MEM 30856.320312 1684772741.2333
MEM 30972.554688 1684772741.3341
MEM 31106.527344 1684772741.4371
MEM 31224.371094 1684772741.5461
MEM 31358.738281 1684772741.6471
MEM 31492.472656 1684772741.7511
MEM 31627.375000 1684772741.8611
MEM 31761.375000 1684772741.9671
MEM 31879.859375 1684772742.0851
MEM 32013.667969 1684772742.1856
MEM 32114.589844 1684772742.2872
MEM 32198.437500 1684772742.3881
MEM 32316.019531 1684772742.4891
MEM 32416.738281 1684772742.5916
MEM 32551.015625 1684772742.6921
MEM 32618.945312 1684772742.7928
MEM 32618.945312 1684772742.8969
MEM 32652.421875 1684772742.9990
MEM 32652.421875 1684772743.1020
MEM 32652.492188 1684772743.2039
MEM 32652.492188 1684772743.3099
MEM 32654.167969 1684772743.4109
MEM 32719.515625 1684772743.5121
MEM 32837.265625 1684772743.6131
MEM 32870.871094 1684772743.7149
MEM 32937.996094 1684772743.8161
MEM 33055.476562 1684772743.9171
MEM 33172.554688 1684772744.0181
MEM 33307.144531 1684772744.1281
MEM 33374.457031 1684772744.2289
MEM 33460.160156 1684772744.3301
MEM 33562.308594 1684772744.4311
MEM 33677.765625 1684772744.5321
MEM 33777.871094 1684772744.6331
MEM 33878.656250 1684772744.7341
MEM 34012.773438 1684772744.8351
MEM 34147.492188 1684772744.9361
MEM 34247.839844 1684772745.0371
MEM 34382.738281 1684772745.1451
MEM 34516.929688 1684772745.2541
MEM 34651.542969 1684772745.3551
MEM 34752.347656 1684772745.4561
MEM 34886.812500 1684772745.5571
MEM 35020.820312 1684772745.6581
MEM 35121.285156 1684772745.7591
MEM 35222.816406 1684772745.8601
MEM 35323.070312 1684772745.9611
MEM 35457.867188 1684772746.0621
MEM 35591.878906 1684772746.1631
MEM 35726.246094 1684772746.2641
MEM 35843.730469 1684772746.3651
MEM 35944.917969 1684772746.4661
MEM 36012.039062 1684772746.5669
MEM 36129.531250 1684772746.6682
MEM 36247.335938 1684772746.7691
MEM 36365.820312 1684772746.8701
MEM 36502.105469 1684772746.9712
MEM 36633.582031 1684772747.0721
MEM 36767.878906 1684772747.1769
MEM 36768.472656 1684772747.2783
MEM 36801.269531 1684772747.3820
MEM 36801.269531 1684772747.4867
MEM 36834.890625 1684772747.5960
MEM 36835.144531 1684772747.6963
MEM 36835.144531 1684772747.8023
MEM 36835.320312 1684772747.9026
MEM 36835.480469 1684772748.0029
MEM 36868.945312 1684772748.1032
MEM 36902.285156 1684772748.2040
MEM 37036.269531 1684772748.3051
MEM 37137.339844 1684772748.4062
MEM 37238.371094 1684772748.5072
MEM 37322.367188 1684772748.6081
MEM 37322.367188 1684772748.7089
MEM 37355.714844 1684772748.8100
MEM 37355.714844 1684772748.9109
MEM 37355.714844 1684772749.0119
MEM 37356.328125 1684772749.1129
MEM 37356.328125 1684772749.2139
MEM 37389.097656 1684772749.3149
MEM 37389.097656 1684772749.4159
MEM 37422.687500 1684772749.5172
MEM 37423.003906 1684772749.6179
MEM 37556.929688 1684772749.7191
MEM 37691.769531 1684772749.8201
MEM 37691.769531 1684772749.9203
MEM 37691.890625 1684772750.0205
MEM 37691.890625 1684772750.1208
MEM 37792.656250 1684772750.2221
MEM 37876.550781 1684772750.3231
MEM 37876.550781 1684772750.4239
MEM 37910.152344 1684772750.5249
MEM 37910.152344 1684772750.6259
MEM 37910.152344 1684772750.7269
MEM 37910.152344 1684772750.8279
MEM 37994.640625 1684772750.9291
MEM 38011.410156 1684772751.0309
MEM 38044.410156 1684772751.1313
MEM 38077.929688 1684772751.2351
MEM 38212.675781 1684772751.3362
MEM 38212.675781 1684772751.4364
MEM 38246.210938 1684772751.5366
MEM 38246.210938 1684772751.6369
MEM 38246.417969 1684772751.7379
MEM 38316.101562 1684772751.8391
MEM 38447.500000 1684772751.9401
MEM 38447.500000 1684772752.0410
MEM 38548.925781 1684772752.1421
MEM 38599.082031 1684772752.2431
MEM 38733.343750 1684772752.3441
MEM 38834.312500 1684772752.4721
MEM 38834.312500 1684772752.5753
MEM 38867.910156 1684772752.6756
MEM 38867.910156 1684772752.7759
MEM 38868.015625 1684772752.8761
MEM 38868.015625 1684772752.9768
MEM 38868.015625 1684772753.0778
MEM 38901.250000 1684772753.1794
MEM 38901.250000 1684772753.2803
MEM 38917.984375 1684772753.3807
MEM 38917.984375 1684772753.4809
MEM 38918.375000 1684772753.5812
MEM 38918.375000 1684772753.6815
MEM 38918.375000 1684772753.7818
MEM 39052.996094 1684772753.8831
MEM 39170.382812 1684772753.9841
MEM 39270.882812 1684772754.0851
MEM 39370.925781 1684772754.1861
MEM 39438.519531 1684772754.2866
MEM 39438.519531 1684772754.3868
MEM 39506.074219 1684772754.4881
MEM 39506.074219 1684772754.5889
MEM 39573.421875 1684772754.6902
MEM 39690.566406 1684772754.7911
MEM 39757.957031 1684772754.8921
MEM 39846.535156 1684772754.9931
MEM 39942.789062 1684772755.0941
MEM 39942.789062 1684772755.1949
MEM 39976.378906 1684772755.2960
MEM 39976.378906 1684772755.3969
MEM 40076.824219 1684772755.4981
MEM 40178.054688 1684772755.5991
MEM 40312.546875 1684772755.7001
MEM 40446.464844 1684772755.8011
MEM 40580.878906 1684772755.9021
MEM 40649.890625 1684772756.0031
MEM 40782.875000 1684772756.1041
MEM 40816.273438 1684772756.2057
MEM 40832.859375 1684772756.3068
MEM 40849.683594 1684772756.4109
MEM 40849.710938 1684772756.5163
MEM 40900.214844 1684772756.6181
MEM 41034.742188 1684772756.7291
MEM 41135.480469 1684772756.8381
MEM 41253.042969 1684772756.9481
MEM 41353.777344 1684772757.0504
MEM 41320.332031 1684772757.1601
MEM 41353.492188 1684772757.2649
MEM 41353.492188 1684772757.3708
MEM 41353.492188 1684772757.4718
MEM 41420.496094 1684772757.5731
MEM 41555.753906 1684772757.7012
MEM 41656.160156 1684772757.8022
MEM 41756.605469 1684772757.9032
MEM 41756.605469 1684772758.0112
MEM 41790.191406 1684772758.1120
MEM 41790.191406 1684772758.2128
MEM 41790.402344 1684772758.3168
MEM 41790.613281 1684772758.4179
MEM 41860.507812 1684772758.5192
MEM 41992.597656 1684772758.6201
MEM 42126.476562 1684772758.7211
MEM 42160.359375 1684772758.8292
MEM 42176.632812 1684772758.9339
MEM 42193.460938 1684772759.0342
MEM 42193.910156 1684772759.1348
MEM 42193.910156 1684772759.2409
MEM 42193.910156 1684772759.3460
MEM 42226.851562 1684772759.4471
MEM 42260.636719 1684772759.5559
MEM 42260.636719 1684772759.6639
MEM 42260.636719 1684772759.7648
MEM 42294.734375 1684772759.8661
MEM 42395.222656 1684772759.9671
MEM 42496.433594 1684772760.0682
MEM 42613.265625 1684772760.1688
MEM 42731.375000 1684772760.2701
MEM 42865.878906 1684772760.3731
MEM 43000.398438 1684772760.4841
MEM 43134.875000 1684772760.5881
MEM 43218.757812 1684772760.6891
MEM 43352.550781 1684772760.7942
MEM 43394.285156 1684772760.8947
MEM 43420.199219 1684772760.9949
MEM 43532.468750 1684772761.0962
MEM 43638.421875 1684772761.1971
MEM 43773.085938 1684772761.2981
MEM 43890.316406 1684772761.3991
MEM 43990.992188 1684772761.5001
MEM 44125.648438 1684772761.6011
MEM 44226.582031 1684772761.7021
MEM 44360.417969 1684772761.8031
MEM 44427.554688 1684772761.9041
MEM 44545.640625 1684772762.0045
MEM 44562.238281 1684772762.1047
MEM 44646.558594 1684772762.2060
MEM 44780.792969 1684772762.3070
MEM 44881.242188 1684772762.4080
MEM 44948.820312 1684772762.5090
MEM 45083.414062 1684772762.6111
MEM 45200.394531 1684772762.7115
MEM 45234.089844 1684772762.8117
MEM 45234.089844 1684772762.9126
MEM 45329.347656 1684772763.0131
MEM 45403.847656 1684772763.1139
MEM 45520.113281 1684772763.2150
MEM 45620.570312 1684772763.3154
MEM 45620.570312 1684772763.4156
MEM 45688.109375 1684772763.5160
MEM 45822.593750 1684772763.6170
MEM 45956.550781 1684772763.7175
MEM 46057.242188 1684772763.8180
MEM 46107.773438 1684772763.9184
MEM 46141.359375 1684772764.0189
MEM 46275.875000 1684772764.1201
MEM 46376.394531 1684772764.2213
MEM 46477.625000 1684772764.3221
MEM 46595.105469 1684772764.4291
MEM 46628.652344 1684772764.5293
MEM 46645.191406 1684772764.6295
MEM 46763.265625 1684772764.7300
MEM 46876.535156 1684772764.8310
MEM 46998.062500 1684772764.9320
MEM 47098.917969 1684772765.0330
MEM 47183.179688 1684772765.1340
MEM 47266.910156 1684772765.2344
MEM 47351.214844 1684772765.3349
MEM 47451.570312 1684772765.4362
MEM 47552.355469 1684772765.5369
MEM 47687.136719 1684772765.6383
MEM 47787.832031 1684772765.7391
MEM 47888.386719 1684772765.8462
MEM 47976.445312 1684772765.9472
MEM 48090.281250 1684772766.0482
MEM 48207.683594 1684772766.1492
MEM 48341.683594 1684772766.2502
MEM 48476.433594 1684772766.3512
MEM 48593.722656 1684772766.4522
MEM 48678.128906 1684772766.5532
MEM 48762.011719 1684772766.6541
MEM 48896.253906 1684772766.7552
MEM 49030.578125 1684772766.8661
MEM 49148.160156 1684772766.9671
MEM 49265.773438 1684772767.0681
MEM 49400.421875 1684772767.1711
MEM 49484.125000 1684772767.2723
MEM 49551.613281 1684772767.3731
MEM 49685.589844 1684772767.4741
MEM 49820.644531 1684772767.5752
MEM 49937.960938 1684772767.6762
MEM 50055.230469 1684772767.7771
MEM 50139.347656 1684772767.8781
MEM 50273.828125 1684772767.9791
MEM 50408.261719 1684772768.0971
MEM 50508.722656 1684772768.1992
MEM 50626.953125 1684772768.3051
MEM 50761.171875 1684772768.4161
MEM 50895.289062 1684772768.5212
MEM 50979.261719 1684772768.6221
MEM 51113.695312 1684772768.7231
MEM 51220.378906 1684772768.8243
MEM 51349.195312 1684772768.9252
MEM 51483.277344 1684772769.0261
MEM 51617.632812 1684772769.1272
MEM 51751.859375 1684772769.2281
MEM 51853.199219 1684772769.3291
MEM 51970.285156 1684772769.4301
MEM 52073.777344 1684772769.5312
MEM 52172.367188 1684772769.6361
MEM 52289.500000 1684772769.7371
MEM 52423.578125 1684772769.8421
MEM 52558.437500 1684772769.9471
MEM 52659.078125 1684772770.0482
MEM 52726.734375 1684772770.1491
MEM 52793.339844 1684772770.2501
MEM 52927.878906 1684772770.3512
MEM 53045.062500 1684772770.4521
MEM 53179.812500 1684772770.5631
MEM 53314.281250 1684772770.6712
MEM 53381.042969 1684772770.7721
MEM 53482.324219 1684772770.8731
MEM 53583.324219 1684772770.9771
MEM 53683.886719 1684772771.0811
MEM 53818.429688 1684772771.1882
MEM 53918.750000 1684772771.2891
MEM 54036.773438 1684772771.3901
MEM 54121.906250 1684772771.4912
MEM 54188.035156 1684772771.5972
MEM 54188.062500 1684772771.7018
MEM 54221.671875 1684772771.8031
MEM 54355.546875 1684772771.9041
MEM 54490.234375 1684772772.0061
MEM 54523.988281 1684772772.1083
MEM 54523.988281 1684772772.2085
MEM 54557.320312 1684772772.3087
MEM 54607.851562 1684772772.4100
MEM 54741.800781 1684772772.5107
MEM 54842.933594 1684772772.6121
MEM 54943.359375 1684772772.7125
MEM 55061.609375 1684772772.8133
MEM 55196.089844 1684772772.9243
MEM 55313.425781 1684772773.0247
MEM 55444.792969 1684772773.1262
MEM 55565.160156 1684772773.2363
MEM 55718.140625 1684772773.3846
MEM 55834.390625 1684772773.4850
MEM 55918.527344 1684772773.5900
MEM 56018.972656 1684772773.6911
MEM 56153.054688 1684772773.7920
MEM 56270.812500 1684772773.8990
MEM 56371.773438 1684772774.0000
MEM 56405.339844 1684772774.1010
MEM 56489.390625 1684772774.2070
MEM 56523.132812 1684772774.3120
MEM 56623.992188 1684772774.4130
MEM 56724.113281 1684772774.5140
MEM 56791.445312 1684772774.6150
MEM 56859.015625 1684772774.7160
MEM 56925.828125 1684772774.8164
MEM 57026.468750 1684772774.9170
MEM 57160.789062 1684772775.0280
MEM 57229.949219 1684772775.1284
MEM 57329.320312 1684772775.2290
MEM 57396.437500 1684772775.3360
MEM 57440.152344 1684772775.4370
MEM 57564.390625 1684772775.5380
MEM 57664.796875 1684772775.6400
MEM 57699.496094 1684772775.7410
MEM 57816.269531 1684772775.8417
MEM 57916.777344 1684772775.9480
MEM 58001.917969 1684772776.0560
MEM 58068.285156 1684772776.1570
MEM 58101.484375 1684772776.2629
MEM 58186.257812 1684772776.3641
MEM 58253.289062 1684772776.4711
MEM 58337.066406 1684772776.5721
MEM 58437.761719 1684772776.6801
MEM 58521.042969 1684772776.7811
MEM 58639.601562 1684772776.8869
MEM 58740.539062 1684772776.9911
MEM 58840.851562 1684772777.1001
MEM 58924.433594 1684772777.2011
MEM 59010.410156 1684772777.3030
MEM 59126.894531 1684772777.4040
MEM 59227.371094 1684772777.5110
MEM 59361.765625 1684772777.6121
MEM 59479.460938 1684772777.7181
MEM 59580.207031 1684772777.8190
MEM 59697.566406 1684772777.9200
MEM 59790.250000 1684772778.0211
MEM 59933.035156 1684772778.1221
MEM 59983.515625 1684772778.2231
MEM 60084.500000 1684772778.3311
MEM 60185.339844 1684772778.4321
MEM 60319.496094 1684772778.5331
MEM 60420.140625 1684772778.6443
MEM 60554.605469 1684772778.7451
MEM 60655.042969 1684772778.8460
MEM 60723.082031 1684772778.9471
MEM 60823.285156 1684772779.0480
MEM 60957.539062 1684772779.1490
MEM 61024.820312 1684772779.2521
MEM 61075.093750 1684772779.3532
MEM 61193.824219 1684772779.4541
MEM 61294.121094 1684772779.5551
MEM 61411.468750 1684772779.6561
MEM 61528.851562 1684772779.7571
MEM 61595.976562 1684772779.8581
MEM 61663.187500 1684772779.9631
MEM 61713.457031 1684772780.0641
MEM 61797.664062 1684772780.1650
MEM 61898.480469 1684772780.2711
MEM 61999.191406 1684772780.3721
MEM 62094.296875 1684772780.4733
MEM 62217.535156 1684772780.5741
MEM 62318.445312 1684772780.6751
MEM 62452.398438 1684772780.7761
MEM 62553.390625 1684772780.8771
MEM 62637.351562 1684772780.9821
MEM 62771.308594 1684772781.0831
MEM 62906.074219 1684772781.1841
MEM 63040.140625 1684772781.2851
MEM 63141.394531 1684772781.3951
MEM 63242.363281 1684772781.4960
MEM 63360.058594 1684772781.5971
MEM 63428.281250 1684772781.6981
MEM 63528.175781 1684772781.7991
MEM 63662.398438 1684772781.9001
MEM 63796.593750 1684772782.0011
MEM 63832.246094 1684772782.1021
MEM 63965.437500 1684772782.2031
MEM 64099.253906 1684772782.3041
MEM 64233.750000 1684772782.4051
MEM 64350.992188 1684772782.5060
MEM 64485.347656 1684772782.6071
MEM 64586.406250 1684772782.7121
MEM 64720.398438 1684772782.8131
MEM 64838.109375 1684772782.9201
MEM 64938.937500 1684772783.0231
MEM 64974.292969 1684772783.1243
MEM 65042.406250 1684772783.2314
MEM 65140.824219 1684772783.3322
MEM 65258.210938 1684772783.4331
MEM 65375.292969 1684772783.5342
MEM 65509.433594 1684772783.6352
MEM 65644.085938 1684772783.7391
MEM 65744.949219 1684772783.8622
MEM 65845.730469 1684772783.9633
MEM 65963.261719 1684772784.0641
MEM 66014.503906 1684772784.1651
MEM 66131.960938 1684772784.2661
MEM 66265.683594 1684772784.3672
MEM 66366.246094 1684772784.4681
MEM 66467.210938 1684772784.5691
MEM 66569.292969 1684772784.6702
MEM 66702.789062 1684772784.7712
MEM 66803.039062 1684772784.8722
