k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.4,0.2,0.4,0.6,15.9906,4.5226,6.3232,210.402,19.7758,43.4826,54.0841,82.0302,23.3174
0.2,0.4,0.2,0.4,0.8,15.9242,3.9414,6.9708,198.443,16.3568,54.0276,47.7939,90.0266,24.0281
0.2,0.4,0.2,0.4,1,15.9202,3.3604,7.5558,201.113,12.0937,61.57,40.1602,97.2316,21.482
0.2,0.4,0.2,0.6,0.2,17.2512,6.8598,2.7254,250.808,41.2416,10.3333,88.5241,40.9716,15.575
0.2,0.4,0.2,0.6,0.4,17.416,5.5668,3.8536,251.868,29.0918,17.5425,73.6553,55.8265,17.5291
0.2,0.4,0.2,0.6,0.6,17.7,4.5864,4.55,258.236,21.4828,22.6052,63.6014,64.3925,17.1063
0.2,0.4,0.2,0.6,0.8,17.8112,3.9874,5.0378,260.567,16.7118,27.035,55.3603,72.1886,16.5562
0.2,0.4,0.2,0.6,1,17.9678,3.3954,5.4732,262.506,12.2651,32.9399,46.4548,80.618,15.3336
0.2,0.4,0.2,0.8,0.2,17.9784,6.8792,1.9788,273.876,41.7954,5.83232,93.2138,31.0115,11.2849
0.2,0.4,0.2,0.8,0.4,18.4484,5.5348,2.8532,282.226,29.4067,10.2141,78.7483,43.5335,13.0567
0.2,0.4,0.2,0.8,0.6,18.758,4.6314,3.447,293.831,20.9961,13.8168,66.3991,52.5755,12.9658
0.2,0.4,0.2,0.8,0.8,19.1178,3.879,3.8396,302.674,16.2432,15.9663,58.9068,57.8443,12.0694
0.2,0.4,0.2,0.8,1,19.293,3.369,4.1744,310.03,11.8784,18.7545,50.2435,64.3534,11.3337
0.2,0.4,0.2,1,0.2,18.4122,6.9402,1.484,292.627,42.834,3.2792,97.2345,21.7494,7.90812
0.2,0.4,0.2,1,0.4,19.0882,5.5506,2.1976,301.356,30.936,6.33142,83.4195,33.3024,10.2282
0.2,0.4,0.2,1,0.6,19.5288,4.5634,2.7442,315.435,20.8914,9.30983,69.5042,43.622,10.318
0.2,0.4,0.2,1,0.8,19.8776,3.8972,3.0616,326.351,15.5657,11.3117,59.6315,50.1396,9.87671
0.2,0.4,0.2,1,1,20.1666,3.3872,3.2826,337.29,12.0769,12.5176,52.2607,54.1934,8.86595
0.2,0.4,0.4,0.2,0.2,10.9412,9.1354,6.7598,91.9841,68.7924,64.9219,69.169,61.3111,52.9327
0.2,0.4,0.4,0.2,0.4,10.564,7.3454,8.927,85.6098,45.1063,96.3617,53.19,75.9046,53.6285
0.2,0.4,0.4,0.2,0.6,10.1796,6.1538,10.503,81.7193,32.9811,117.669,43.6701,84.1199,52.2873
0.2,0.4,0.4,0.2,0.8,10.028,5.2824,11.526,80.8006,25.5006,132.825,38.3558,89.7512,48.5918
0.2,0.4,0.4,0.2,1,9.8416,4.5604,12.4344,78.681,18.6341,154.145,30.8183,96.1932,43.5207
0.2,0.4,0.4,0.4,0.2,12.8196,9.514,4.5028,136.187,75.7093,26.7013,90.0273,50.4264,36.5097
0.2,0.4,0.4,0.4,0.4,12.741,7.7796,6.3158,135.009,52.6836,44.2205,73.4594,66.8896,39.9564
0.2,0.4,0.4,0.4,0.6,12.7562,6.5702,7.51,134.336,38.6928,58.9649,62.3349,77.7831,40.147
