k1,k2,k3,k4,o1,o2,o3
0.05,0.05,0.05,0.1,8638.933333,166.8,95.5
0.05,0.05,0.05,0.3,9128.6,3.633333333,17.26666667
0.05,0.05,0.055,0.03,9256.833333,64.3,32.63333333
0.05,0.05,0.055,0.1,9551.633333,0,8.066666667
0.05,0.05,0.055,0.3,9558.266667,0,7.8
0.05,0.05,0.06,0.03,9736.966667,0,7.7
0.05,0.05,0.06,0.1,9721.833333,0,7.2
0.05,0.05,0.06,0.3,9729.133333,0,7.166666667
0.05,0.055,0.03,0.03,671.9,1911.6,377.0333333
0.05,0.055,0.03,0.1,1064,1439.8,618.8
0.05,0.055,0.03,0.3,1946.566667,600.6333333,757.8333333
0.05,0.055,0.035,0.03,1772.733333,1904.566667,400.4666667
0.05,0.055,0.035,0.1,2205.833333,1517,650.8666667
0.05,0.055,0.035,0.3,5118.4,395.7333333,478.6333333
0.05,0.055,0.04,0.03,4632.266667,1390.233333,346.3
0.05,0.055,0.04,0.1,5821.133333,702.1333333,340.9
0.05,0.055,0.04,0.3,7937.3,52.36666667,80.83333333
0.05,0.055,0.045,0.03,7752.733333,396.9666667,128.4333333
0.05,0.055,0.045,0.1,8065.433333,269.9333333,126.2
0.05,0.055,0.045,0.3,7844.733333,124.3333333,145.0666667
0.05,0.055,0.05,0.03,8979.933333,132.2,43.7
0.05,0.055,0.05,0.1,8824.8,107.5,62.23333333
0.05,0.055,0.05,0.3,9457.1,0,7.466666667
0.05,0.055,0.055,0.03,9619.366667,0,8.533333333
0.05,0.055,0.055,0.1,9560.333333,0,6.866666667
0.05,0.055,0.055,0.3,9791.533333,0,7.1
0.05,0.055,0.06,0.03,9815,0,6.7
0.05,0.055,0.06,0.1,9901.033333,0,6.833333333
0.05,0.055,0.06,0.3,9937.8,0,6.1
0.05,0.06,0.03,0.03,977.1666667,1919.433333,399
0.05,0.06,0.03,0.1,1207.6,1482.366667,651.5
0.05,0.06,0.03,0.3,3098.833333,488.0666667,700.2
0.05,0.06,0.035,0.03,2483.133333,1881.333333,417.8666667
0.05,0.06,0.035,0.1,3697.466667,1138.566667,492.6666667
0.05,0.06,0.035,0.3,4821.066667,430.2,562.3333333
0.05,0.06,0.04,0.03,7174.766667,585.4,170.9
0.05,0.06,0.04,0.1,6214.9,599.1333333,304.2666667
0.05,0.06,0.04,0.3,7874.4,77.96666667,109.6333333
0.05,0.06,0.045,0.03,8678.766667,133.0333333,55.5
0.05,0.06,0.045,0.1,8668.8,31.03333333,29.76666667
0.05,0.06,0.045,0.3,8780.766667,34,51.03333333
0.05,0.06,0.05,0.03,8833,277.3333333,78.93333333
0.05,0.06,0.05,0.1,9418.166667,0,8.4
0.05,0.06,0.05,0.3,9487.633333,0,8.266666667
0.05,0.06,0.055,0.03,9566.666667,0,7.233333333
0.05,0.06,0.055,0.1,9645.6,0.1,8.166666667
0.05,0.06,0.055,0.3,9896.433333,0,6.3
0.05,0.06,0.06,0.03,9976.3,0,5.666666667
0.05,0.06,0.06,0.1,9953.6,0,5.866666667
0.05,0.06,0.06,0.3,10004.06667,0,6.033333333
0.055,0.02,0.03,0.03,131.6,1630.2,151.4
0.055,0.02,0.03,0.1,142.9,1433.566667,258.8
0.055,0.02,0.03,0.3,245.5666667,848.4,423.6666667
0.055,0.02,0.035,0.03,244.5,1922.933333,187.9333333
0.055,0.02,0.035,0.1,239.0666667,1633.6,293.2666667
0.055,0.02,0.035,0.3,488.9666667,1052.066667,493.2666667
0.055,0.02,0.04,0.03,525.6333333,2079.266667,222.8333333
0.055,0.02,0.04,0.1,459.7666667,1807.933333,338.8
0.055,0.02,0.04,0.3,739.7666667,1178.766667,572.0666667
0.055,0.02,0.045,0.03,814.7333333,2199.266667,264.3
0.055,0.02,0.045,0.1,863.3666667,1883.833333,381.3
0.055,0.02,0.045,0.3,1154.633333,1317.533333,628.4666667
0.055,0.02,0.05,0.03,1046.2,2174.966667,314.5666667
0.055,0.02,0.05,0.1,1060.433333,1940,432.4333333
0.055,0.02,0.05,0.3,1534.166667,1416.766667,690.4
0.055,0.02,0.055,0.03,1510.133333,2209.833333,351.6333333
0.055,0.02,0.055,0.106666667,2079.433333,1898.166667,490.3
0.055,0.02,0.055166667,0.291,2303.133333,1481.8,734.3666667
0.055,0.02,0.06,0.032333333,3313.2,1799.7,361.6
0.055,0.02,0.06,0.106666667,3245.2,1860.933333,487.6333333
0.055,0.020166667,0.059,0.291,3895.166667,1252.566667,669.8
0.055,0.025,0.03,0.032333333,143.3333333,1543.7,170.4333333
0.055,0.025,0.03,0.106666667,229.0333333,1360.433333,303.4666667
0.055,0.025,0.030166667,0.291,349.3333333,791,456.6333333
0.055,0.025,0.035,0.032333333,316.4666667,1944.033333,213.3333333
0.055,0.025,0.035,0.106666667,401.9,1604.4,376.7
0.055,0.025,0.035166667,0.291,573.9,880.8,525.4333333
0.055,0.025,0.04,0.032333333,589.8666667,2046.5,244.0666667
0.055,0.025,0.04,0.106666667,710.1,1696.333333,413
0.055,0.025,0.040166667,0.291,1109.866667,1201.8,642.1333333
0.055,0.025,0.045,0.032333333,861.5666667,2101.7,293.4
0.055,0.025,0.045,0.106666667,1058.366667,1804.3,454.1
0.055,0.025,0.045166667,0.291,1184.533333,1235.3,706.2
0.055,0.025,0.05,0.032333333,1845.633333,2094.033333,343.8666667
0.055,0.025,0.05,0.106666667,1797.933333,1876.533333,516.2333333
0.055,0.025,0.050166667,0.291,2422.566667,1326.266667,773.0333333
0.055,0.025,0.055,0.032333333,2958.833333,1914.233333,389.4333333
0.055,0.025,0.055,0.106666667,2764.2,1777.6,548.7
0.055,0.025,0.055166667,0.291,3563.733333,1178.933333,689.3666667
0.055,0.025,0.06,0.032333333,5226.333333,1349.1,296.8
0.055,0.025,0.06,0.106666667,5111.366667,1176.166667,400.4333333
0.055,0.025166667,0.059,0.291,5080.433333,899.1333333,535.6
0.055,0.03,0.03,0.032333333,286,1787.166667,217.6333333
0.055,0.03,0.03,0.106666667,263.7666667,1310.966667,341.1666667
0.055,0.03,0.030166667,0.291,436.6333333,652.1,488.7
0.055,0.03,0.035,0.032333333,398.9666667,1823.9,239.8666667
0.055,0.03,0.035,0.106666667,520.6,1561.7,399.1333333
0.055,0.03,0.035166667,0.291,831.7666667,886.3,606.6
0.055,0.03,0.04,0.032333333,770.1666667,2003.966667,298.1333333
0.055,0.03,0.04,0.106666667,825.8666667,1711.033333,468.5
0.055,0.03,0.040166667,0.291,1193.866667,1021.266667,683.7
0.055,0.03,0.045,0.032333333,1201.066667,2158.533333,352.3333333
0.055,0.03,0.045,0.106666667,1699.5,1710.233333,514.3333333
0.055,0.03,0.045166667,0.291,2017.433333,1170.166667,754.5
0.055,0.03,0.05,0.032333333,2263.766667,1992.866667,397.3666667
0.055,0.03,0.05,0.106666667,2483.966667,1674.866667,524.4333333
0.055,0.03,0.050166667,0.291,3614.933333,1047.7,704.9333333
0.055,0.03,0.055,0.032333333,4040.566667,1621.133333,381.9666667
0.055,0.03,0.055,0.106666667,4269.3,1288,463.8
0.055,0.03,0.055166667,0.291,5599.966667,742.4,516.0666667
0.055,0.03,0.06,0.032333333,6032.2,1045.066667,284.2666667
0.055,0.03,0.06,0.106666667,6871.933333,614.2666667,229.1333333
0.055,0.030166667,0.059,0.291,7251.233333,265.8,186.1
0.055,0.035,0.03,0.032333333,235.9333333,1671.633333,235
0.055,0.035,0.03,0.106666667,427.5,1340.866667,377.1666667
0.055,0.035,0.030166667,0.291,574.1,578.3,503.2666667
0.055,0.035,0.035,0.032333333,557.0333333,1935.8,280.1666667
0.055,0.035,0.035,0.106666667,666.2666667,1508.933333,445.2
0.055,0.035,0.035166667,0.291,897.9666667,859.7,659.0666667
0.055,0.035,0.04,0.032333333,880.2666667,2068.666667,335.1333333
0.055,0.035,0.04,0.106666667,965.4,1653.933333,515.4666667
0.055,0.035,0.040166667,0.291,1399.033333,986.6666667,722.5
0.055,0.035,0.045,0.032333333,1925.166667,2019.1,386.9
0.055,0.035,0.045,0.106666667,1809,1787.833333,582.1333333
0.055,0.035,0.045166667,0.291,3281.6,864.8333333,691.3
0.055,0.035,0.05,0.032333333,2595.7,1976,431.9666667
0.055,0.035,0.05,0.106666667,4130.233333,1257.4,470.1333333
0.055,0.035,0.050166667,0.291,5206.133333,622.6,526.3666667
0.055,0.035,0.055,0.032333333,5739.533333,1012.033333,294.9666667
0.055,0.035,0.055,0.106666667,6620.866667,630.2333333,234.3666667
0.055,0.035,0.055166667,0.291,7471.866667,261.8,243.4666667
0.055,0.035,0.06,0.032333333,7181.333333,758.5333333,203.2666667
0.055,0.035,0.06,0.106666667,7466.8,533.0666667,234.9666667
0.055,0.035166667,0.059,0.291,8190.166667,141.2333333,78.36666667
0.055,0.04,0.03,0.032333333,405.3333333,1875.033333,277.6666667
0.055,0.04,0.03,0.106666667,444.0333333,1390.6,440.6
0.055,0.04,0.030166667,0.291,746.2,632.8333333,589.4666667
0.055,0.04,0.035,0.032333333,631.1,1974.1,316.3333333
0.055,0.04,0.035,0.106666667,731.4,1465.9,491.7666667
0.055,0.04,0.035166667,0.291,1364.833333,868.1333333,735.7333333
0.055,0.04,0.04,0.032333333,1312.666667,1988.5,333.8666667
0.055,0.04,0.04,0.106666667,1800.433333,1660.9,582.8
0.055,0.04,0.040166667,0.291,1970.833333,812.5333333,767.1333333
0.055,0.04,0.045,0.032333333,2831.866667,1807.2,402.5333333
0.055,0.04,0.045,0.106666667,2420.1,1585.033333,625.4333333
0.055,0.04,0.045166667,0.291,4387.033333,775.1333333,621.5666667
0.055,0.04,0.05,0.032333333,3813.833333,1654.7,397.3333333
0.055,0.04,0.05,0.106666667,5727.3,849.6666667,353.1666667
0.055,0.04,0.050166667,0.291,6236.333333,477.7666667,406.6666667
0.055,0.04,0.055,0.032333333,7230.666667,724.9666667,201.1333333
0.055,0.04,0.055,0.106666667,7335.4,471.6666667,197.6333333
0.055,0.04,0.055166667,0.291,8074,158.3,149.5333333
0.055,0.04,0.06,0.032333333,8489.666667,148.4,44.63333333
0.055,0.04,0.06,0.106666667,9006.166667,55.26666667,40.5
0.055,0.040166667,0.059,0.291,8869.1,47.26666667,18.13333333
0.055,0.045,0.03,0.032333333,293.5,1690.866667,275.6333333
0.055,0.045,0.03,0.113333333,505.6333333,1293.4,463.6666667
0.055,0.045,0.030333333,0.282,694.7333333,549.1333333,548.9333333
0.055,0.045,0.035,0.034666667,705.7333333,1956.7,351.5666667
0.055,0.045,0.035,0.113333333,815.9,1523.266667,563.3
0.055,0.045,0.035333333,0.282,1652.7,803.3333333,715.8
0.055,0.045,0.04,0.034666667,1457.866667,2045.466667,418.3
0.055,0.045,0.04,0.113333333,2254.166667,1505.4,583.8666667
0.055,0.045,0.040333333,0.282,3060.766667,826.2666667,723.4333333
0.055,0.045,0.045,0.034666667,3406.4,1643.6,406.9
0.055,0.045,0.045,0.113333333,4174.033333,1188.366667,492.1
0.055,0.045,0.045333333,0.282,5314.333333,450.5,489.4333333
0.055,0.045,0.05,0.034666667,5041.933333,1252,315.9666667
0.055,0.045,0.05,0.113333333,6916.666667,592.1666667,254.4
0.055,0.045,0.050333333,0.282,7713.333333,148.5333333,168.0666667
0.055,0.045,0.055,0.034666667,8712.433333,0.533333333,14.2
0.055,0.045,0.055,0.113333333,8467.033333,157.3333333,101.1
0.055,0.045,0.055333333,0.282,8571.033333,48.8,68.26666667
0.055,0.045,0.06,0.034666667,8725.066667,167.8666667,53.96666667
0.055,0.045,0.06,0.113333333,9001.333333,60.36666667,39.33333333
0.055,0.045333333,0.058,0.282,8804.7,104.8666667,28.63333333
0.055,0.05,0.03,0.034666667,487.9666667,1820.033333,346.9
0.055,0.05,0.03,0.113333333,584.3333333,1216.266667,494.2
0.055,0.05,0.030333333,0.282,1073.866667,543.3333333,594.7
0.055,0.05,0.035,0.034666667,1004.433333,1963.533333,373.5
0.055,0.05,0.035,0.113333333,1078.966667,1384.066667,595.3
0.055,0.05,0.035333333,0.282,2046.5,783.7666667,704.0666667
0.055,0.05,0.04,0.034666667,2063.666667,2000.033333,448.4
0.055,0.05,0.04,0.113333333,2626.433333,1466.666667,615.8333333
0.055,0.05,0.040333333,0.282,5016.233333,472,470.1333333
0.055,0.05,0.045,0.034666667,4684.533333,1315.2,311.1
0.055,0.05,0.045,0.113333333,5423,889.7,397.6333333
0.055,0.05,0.045333333,0.282,6968.266667,242.3666667,257.7666667
0.055,0.05,0.05,0.034666667,6513.966667,826.6,213.9333333
0.055,0.05,0.05,0.113333333,7266.8,447.3333333,213.7333333
0.055,0.05,0.050333333,0.282,8469.166667,94.26666667,104.4
0.055,0.05,0.055,0.034666667,8958.933333,66.5,29.8
0.055,0.05,0.055,0.113333333,8748.8,123.4,56.06666667
0.055,0.05,0.055333333,0.282,9206.5,0.166666667,11.6
0.055,0.05,0.06,0.034666667,9305.6,69.5,26.03333333
0.055,0.05,0.06,0.113333333,9499.5,0,7.066666667
0.055,0.050333333,0.058,0.282,8867,107.1333333,24.43333333
0.055,0.055,0.03,0.034666667,601.6,1830.8,372.1333333
0.055,0.055,0.03,0.113333333,964.8,1358.2,569.9666667
0.055,0.055,0.030333333,0.282,1349.266667,641.9666667,659.8666667
0.055,0.055,0.035,0.034666667,1249.066667,1950.633333,405.2333333
0.055,0.055,0.035,0.113333333,1645.4,1463.066667,637.0333333
0.055,0.055,0.035333333,0.282,1919.133333,730.5,785.2333333
0.055,0.055,0.04,0.034666667,3504.9,1602.166667,390.2
0.055,0.055,0.04,0.113333333,3487.333333,1358.1,636
0.055,0.055,0.040333333,0.282,5876.933333,293.7666667,371.3
0.055,0.055,0.045,0.034666667,6313.6,817.4333333,222.4
0.055,0.055,0.045,0.113333333,6151.633333,686.3,305.9666667
0.055,0.055,0.045333333,0.282,8084.533333,68.6,98.06666667
0.055,0.055,0.05,0.034666667,7592.433333,545.9333333,156.7333333
0.055,0.055,0.05,0.113333333,8866.6,0.033333333,11.66666667
0.055,0.055,0.050333333,0.282,8880.633333,0.333333333,14.23333333
0.055,0.055,0.055,0.034666667,9211.433333,18.96666667,17.56666667
0.055,0.055,0.055,0.113333333,9326.633333,0,7.866666667
0.055,0.055,0.055333333,0.282,9493.966667,0,7.9
0.055,0.055,0.06,0.034666667,9535.133333,0,8.066666667
0.055,0.055,0.06,0.113333333,9629.333333,0,6.966666667
0.055,0.055333333,0.058,0.282,9087.166667,114.0666667,28.8
0.055,0.06,0.03,0.034666667,835.8,1884.766667,387.4
0.055,0.06,0.03,0.113333333,755.7333333,1231.2,571.0666667
0.055,0.06,0.030333333,0.282,1552.533333,559.4333333,698.0333333
0.055,0.06,0.035,0.034666667,2465.166667,1670.766667,422.1333333
0.055,0.06,0.035,0.113333333,2247.733333,1312.9,610.7666667
0.055,0.06,0.035333333,0.282,3499.2,530.4333333,671.8666667
0.055,0.06,0.04,0.034666667,3850.433333,1497.766667,377.2
0.055,0.06,0.04,0.113333333,4108.633333,1138.733333,565.2666667
0.055,0.06,0.040333333,0.282,6023.866667,238.7333333,348.8666667
0.055,0.06,0.045,0.034666667,7807.766667,282.9333333,91.93333333
0.055,0.06,0.045,0.113333333,7271.333333,438.7333333,220.1333333
0.055,0.06,0.045333333,0.282,8364.466667,19.26666667,45.06666667
0.055,0.06,0.05,0.034666667,8748.5,135.1666667,47.53333333
0.055,0.06,0.05,0.113333333,9079.9,0,9.6
0.055,0.06,0.050333333,0.282,9124.7,0,9.133333333
0.055,0.06,0.055,0.034666667,9281.2,61.43333333,35.8
0.055,0.06,0.055,0.113333333,9560.5,0,7.533333333
0.055,0.06,0.055333333,0.282,9618.833333,0,6.8
0.055,0.06,0.06,0.034666667,9787.166667,0,6.633333333
0.055,0.06,0.06,0.113333333,9763.066667,0,5.5
0.055333333,0.057333333,0.058,0.282,9158.4,116.6666667,15.93333333
0.06,0.02,0.03,0.034666667,112.3,1614.4,148.8666667
0.06,0.02,0.03,0.113333333,130.2,1384.2,260.0666667
0.06,0.02,0.030333333,0.282,156.7333333,838.8666667,394.7333333
0.06,0.02,0.035,0.034666667,161,1763.866667,170.7666667
0.06,0.02,0.035,0.113333333,293.9666667,1570.833333,290.7666667
0.06,0.02,0.035333333,0.282,291.4666667,1015.7,441.1
0.06,0.02,0.04,0.034666667,414.5,2045.2,210.1333333
0.06,0.02,0.04,0.113333333,406.3666667,1669.466667,332.1
0.06,0.02,0.040333333,0.282,447.5,1102.566667,475.8333333
0.06,0.02,0.045,0.034666667,474.1666667,2047.4,219.5
0.06,0.02,0.045,0.113333333,532.4,1768.666667,363.7
0.06,0.02,0.045333333,0.282,937.3666667,1314.166667,572.0666667
0.06,0.02,0.05,0.034666667,811.3666667,2170.133333,266.8
0.06,0.02,0.05,0.113333333,820.7333333,1838.4,403.2333333
0.06,0.02,0.050333333,0.282,1191.833333,1405.4,642.9666667
0.06,0.02,0.055,0.034666667,1321.833333,2193.033333,325.7666667
0.06,0.02,0.055,0.113333333,1498.766667,1839.733333,444.1
0.06,0.02,0.055333333,0.282,1636.766667,1441.3,678.3666667
0.06,0.02,0.06,0.034666667,1701.3,2183.4,372.8333333
0.06,0.02,0.06,0.113333333,2180.933333,1960.966667,529.3
0.06,0.020333333,0.058,0.282,2067,1493.8,718.0333333
0.06,0.025,0.03,0.034666667,124.9666667,1630.066667,180.5
0.06,0.025,0.03,0.113333333,220.5333333,1255.233333,297.3333333
0.06,0.025,0.030333333,0.282,290.2666667,758.8,428.7
0.06,0.025,0.035,0.037,237.1,1802.066667,209
0.06,0.025,0.035,0.12,336,1453.966667,349.4
0.06,0.025,0.0355,0.273,393.8666667,890.8666667,464.7666667
0.06,0.025,0.04,0.037,445.6333333,1962.8,232.5333333
0.06,0.025,0.04,0.12,477.3333333,1615.633333,392.8666667
0.06,0.025,0.0405,0.273,668.5333333,1093.166667,546.5666667
0.06,0.025,0.045,0.037,706.7666667,2087.366667,285.4333333
0.06,0.025,0.045,0.12,730.5666667,1726.266667,430.2666667
0.06,0.025,0.0455,0.273,957.6,1252.6,630.0333333
0.06,0.025,0.05,0.037,1078.4,2103,323.5333333
0.06,0.025,0.05,0.12,1078.066667,1810.1,507
0.06,0.025,0.0505,0.273,1506.1,1354,697.4333333
0.06,0.025,0.055,0.037,1662.233333,2116.266667,395.8333333
0.06,0.025,0.055,0.12,1914.4,1861.2,544.5333333
0.06,0.025,0.0555,0.273,2847.6,1353.466667,700.8666667
0.06,0.025,0.06,0.037,2534,1984.933333,418.7666667
0.06,0.025,0.06,0.12,2671.366667,1848.433333,605.4
0.06,0.0255,0.057,0.273,3425.533333,1239.466667,694.2666667
0.06,0.03,0.03,0.037,200.1,1669,221.8666667
0.06,0.03,0.03,0.12,290.4666667,1284.7,352.2666667
0.06,0.03,0.0305,0.273,399.7,749.5666667,453.1333333
0.06,0.03,0.035,0.039333333,354.9,1834.566667,254.1666667
0.06,0.03,0.035,0.126666667,443.4333333,1406.9,390.0666667
0.06,0.03,0.035666667,0.264,594.5,927.5,522.4
0.06,0.03,0.04,0.039333333,562.6666667,1981.466667,284.4666667
0.06,0.03,0.04,0.126666667,556.0333333,1546.966667,451.5
0.06,0.03,0.040666667,0.264,920.4666667,1057.4,594.0333333
0.06,0.03,0.045,0.039333333,823.1,2035.733333,315.4666667
0.06,0.03,0.045,0.126666667,1001.866667,1633.633333,520.1333333
0.06,0.03,0.045666667,0.264,1342,1136.266667,649.7333333
0.06,0.03,0.05,0.039333333,1264.166667,2067.5,367.9333333
0.06,0.03,0.05,0.126666667,1593.8,1758.233333,561.7
0.06,0.03,0.050666667,0.264,2275.6,1131.733333,701.5666667
0.06,0.03,0.055,0.039333333,2303.5,2039.266667,431.9333333
0.06,0.03,0.055,0.126666667,3202.6,1641.3,562.2
0.06,0.03,0.055666667,0.264,2945.933333,1326.1,789.9666667
0.06,0.03,0.06,0.039333333,3371.8,1810.333333,425
0.06,0.03,0.06,0.126666667,4501.166667,1268.5,462.3
0.06,0.030666667,0.056,0.264,4573.666667,919.4666667,554.9
0.06,0.035,0.03,0.039333333,194.1333333,1606.933333,240.4333333
0.06,0.035,0.03,0.126666667,362.0666667,1130.433333,383.1666667
0.06,0.035,0.030666667,0.264,449.1,662.8333333,436.4666667
0.06,0.035,0.035,0.039333333,366.8333333,1680.233333,264.2
0.06,0.035,0.035,0.126666667,614.4666667,1398.966667,447.6333333
0.06,0.035,0.035666667,0.264,801.1,867.9,555.3333333
0.06,0.035,0.04,0.039333333,640.6333333,1899.066667,317.6
0.06,0.035,0.04,0.126666667,796.1666667,1473.466667,488.3333333
0.06,0.035,0.040666667,0.264,1297.666667,1054.3,659.6
0.06,0.035,0.045,0.039333333,1021.066667,2035.633333,357.3333333
0.06,0.035,0.045,0.126666667,1154.866667,1621.4,576.4333333
0.06,0.035,0.045666667,0.264,2010.833333,1122.366667,747.9
0.06,0.035,0.05,0.039333333,1744,2020.1,416.6
0.06,0.035,0.05,0.126666667,3074.266667,1576.3,532.7666667
0.06,0.035,0.050666667,0.264,2784.3,1147.233333,774.3333333
0.06,0.035,0.055,0.039333333,4095.166667,1520.366667,351.8
0.06,0.035,0.055,0.126666667,4054.766667,1310.4,474.0666667
0.06,0.035,0.055666667,0.264,5700.233333,672.0666667,474.4666667
0.06,0.035,0.06,0.039333333,5498.366667,1215.633333,309.6
0.06,0.035,0.06,0.126666667,7042.766667,520.7666667,206.9666667
0.06,0.035666667,0.056,0.264,6127.733333,521.3333333,298.3
0.06,0.04,0.03,0.039333333,284.8333333,1613.933333,242.9333333
0.06,0.04,0.03,0.126666667,253.5666667,989.5333333,374.1
0.06,0.04,0.030666667,0.264,474.0333333,644.7,460.3
0.06,0.04,0.035,0.039333333,581.7333333,1899.466667,305.8
0.06,0.04,0.035,0.126666667,525.9333333,1301.166667,493.8333333
0.06,0.04,0.035666667,0.264,853.4,793.9,577.2
0.06,0.04,0.04,0.039333333,732.5,1916.533333,337.9666667
0.06,0.04,0.04,0.126666667,975.1333333,1434.533333,557.1333333
0.06,0.04,0.040666667,0.264,1278.266667,940.9333333,699.3333333
0.06,0.04,0.045,0.039333333,1658.2,2058.6,418.0333333
0.06,0.04,0.045,0.126666667,2154.033333,1616.666667,616.0666667
0.06,0.04,0.045666667,0.264,3299.333333,863.7666667,624.9666667
0.06,0.04,0.05,0.039333333,2999.966667,1814.033333,417.7666667
0.06,0.04,0.05,0.126666667,3882.633333,1329.466667,526.2666667
0.06,0.04,0.050666667,0.264,5287.3,635.5333333,478.5
0.06,0.04,0.055,0.039333333,4179.633333,1494.166667,369.9
0.06,0.04,0.055,0.126666667,5863.066667,844.7333333,317.5
0.06,0.04,0.055666667,0.264,7064.3,293.0666667,207.1666667
0.06,0.04,0.06,0.039333333,7035.2,681.9,205.1
0.06,0.04,0.06,0.126666667,7858.433333,188.4666667,96.2
0.06,0.040666667,0.056,0.264,7243.7,248.1666667,88.8
0.06,0.045,0.03,0.039333333,372.1333333,1676.133333,304.7
0.06,0.045,0.03,0.126666667,515,1202.733333,443.2666667
0.06,0.045,0.030666667,0.264,562.5333333,566.9,464.5
0.06,0.045,0.035,0.039333333,638.3666667,1889.133333,337
0.06,0.045,0.035,0.126666667,511.4666667,1262.633333,498
0.06,0.045,0.035666667,0.264,1064.466667,773.0333333,613.3666667
0.06,0.045,0.04,0.039333333,1032.866667,2027.966667,399.6333333
0.06,0.045,0.04,0.126666667,1277.633333,1488.666667,594.6
0.06,0.045,0.040666667,0.264,1875.1,926.5,722.9
0.06,0.045,0.045,0.039333333,2378.2,1842.3,410.4
0.06,0.045,0.045,0.126666667,3360.866667,1250.066667,476.2666667
0.06,0.045,0.045666667,0.264,3816.833333,937.3333333,659.6666667
0.06,0.045,0.05,0.039333333,4189.333333,1491.333333,362.1666667
0.06,0.045,0.05,0.126666667,5048.6,971.8,412.2
0.06,0.045,0.050666667,0.264,5976.366667,349.7666667,361.9333333
0.06,0.045,0.055,0.039333333,6667.6,762.1,212.1333333
0.06,0.045,0.055,0.126666667,6793.2,561,256.0666667
0.06,0.045,0.055666667,0.264,8132.4,89.03333333,120.0666667
0.06,0.045,0.06,0.039333333,8486,243.3,69.76666667
0.06,0.045,0.06,0.126666667,8671.333333,115.5333333,58.4
0.06,0.045666667,0.056,0.264,7794.533333,244.2,56.56666667
0.06,0.05,0.03,0.039333333,367.3,1675.1,325.5
0.06,0.05,0.03,0.126666667,484.3666667,1054.466667,467.5333333
0.06,0.05,0.030666667,0.264,956.9333333,696.0666667,577.0333333
0.06,0.05,0.035,0.039333333,549.0333333,1767.033333,350.8666667
0.06,0.05,0.035,0.126666667,764.5,1225.7,506.8333333
0.06,0.05,0.035666667,0.264,1223.7,753.9333333,644.4
0.06,0.05,0.04,0.039333333,1528.066667,1939.433333,402.2666667
0.06,0.05,0.04,0.126666667,1214.166667,1486.733333,676.8
0.06,0.05,0.040666667,0.264,2874.5,760.0333333,682.6
0.06,0.05,0.045,0.039333333,2538.3,1835,469.3333333
0.06,0.05,0.045,0.126666667,3901.733333,1305.8,536.2333333
0.06,0.05,0.045666667,0.264,4930.466667,493.0333333,491
0.06,0.05,0.05,0.039333333,6226.333333,827,229.7666667
0.06,0.05,0.05,0.126666667,6492.7,648.9,261.5
0.06,0.05,0.050666667,0.264,7495.266667,235,221.4666667
0.06,0.05,0.055,0.039333333,7758.566667,461.6333333,156.2666667
0.06,0.05,0.055,0.126666667,7655.266667,344,168.7666667
0.06,0.05,0.055666667,0.264,8908.566667,0.033333333,10.83333333
0.06,0.05,0.06,0.039333333,9034.066667,72.96666667,23.66666667
0.06,0.05,0.06,0.126666667,9004.4,53.9,36.8
0.06,0.050666667,0.056,0.264,7906.6,179.2666667,48.06666667
0.06,0.055,0.03,0.039333333,420.6333333,1669.433333,333.7333333
0.06,0.055,0.03,0.126666667,584.4333333,1093.266667,483.6
0.06,0.055,0.030666667,0.264,1122.533333,539.4,556.9
0.06,0.055,0.035,0.039333333,873.5,1872.333333,403.3666667
0.06,0.055,0.035,0.126666667,1129.2,1340.366667,603.1666667
0.06,0.055,0.035666667,0.264,1700.4,782.1,676.5
0.06,0.055,0.04,0.039333333,1410.233333,1955.3,464.7
0.06,0.055,0.04,0.126666667,2100.166667,1329.633333,622.0333333
0.06,0.055,0.040666667,0.264,4577.566667,563.8,537.2333333
0.06,0.055,0.045,0.039333333,3809.933333,1513.3,370.5666667
0.06,0.055,0.045,0.126666667,5452.333333,860.6,410.1666667
0.06,0.055,0.045666667,0.264,6192.3,279.3666667,284.8666667
0.06,0.055,0.05,0.039333333,6620.8,803.5666667,220.0666667
0.06,0.055,0.05,0.126666667,7150.633333,492.9,222.1333333
0.06,0.055,0.050666667,0.264,7188.2,161.6666667,193.2
0.06,0.055,0.055,0.039333333,9035.133333,76.73333333,31.06666667
0.06,0.055,0.055,0.126666667,8321.3,218.3666667,119.8333333
0.06,0.055,0.055666667,0.264,9162.766667,0.033333333,10.33333333
0.06,0.055,0.06,0.039333333,9290.866667,58.7,35.8
0.06,0.055,0.06,0.126666667,9242.033333,56.23333333,36.73333333
0.06,0.055666667,0.056,0.264,8269.8,249.8,55.76666667
0.06,0.06,0.03,0.039333333,488.1333333,1785.1,375.3333333
0.06,0.06,0.03,0.126666667,860.3333333,1238.666667,574.2333333
0.06,0.06,0.030666667,0.264,1378.266667,597.5666667,582.3
0.06,0.06,0.035,0.039333333,941.0666667,1887.4,441.9
0.06,0.06,0.035,0.126666667,1448.7,1297.5,632.0666667
0.06,0.06,0.035666667,0.264,2286.666667,682,640.4333333
0.06,0.06,0.04,0.039333333,2854.233333,1647.5,415.9
0.06,0.06,0.04,0.126666667,2697.133333,1209.733333,625.1666667
0.06,0.06,0.040666667,0.264,5705.033333,450.0333333,428.3
0.06,0.06,0.045,0.039333333,5342.966667,1040.2,286.8333333
